wavelength_angstrom,opacity_cm_minus_1
5532.9,1.9705565447480653e-14
5533.0,1.9665574445761122e-14
5533.1,1.9625705058851956e-14
5533.2,1.9585956794136435e-14
5533.3,1.95463291614888e-14
5533.4,1.9506821673260703e-14
5533.5,1.9467433844265414e-14
5533.6,1.942816519176217e-14
5533.7,1.938901523544293e-14
5533.8,1.9349983497416633e-14
5533.9,1.9311069502195155e-14
5534.0,1.927227277667779e-14
5534.1,1.9233592850138406e-14
5534.2,1.919502925421041e-14
5534.3,1.9156581522871776e-14
5534.4,1.9118249192432534e-14
5534.5,1.9080031801520024e-14
5534.6,1.9041928891064188e-14
5534.7,1.900394000428539e-14
5534.8,1.8966064686679915e-14
5534.9,1.892830248600561e-14
5535.0,1.8890652952269963e-14
5535.1,1.8853115637715857e-14
5535.2,1.881569009680755e-14
5535.3,1.877837588621897e-14
5535.4,1.874117256481981e-14
5535.5,1.8704079693661723e-14
5535.6,1.8667096835966933e-14
5535.7,1.8630223557114573e-14
5535.8,1.8593459424627182e-14
5535.9,1.8556804008159554e-14
5536.0,1.852025687948533e-14
5536.1,1.8483817612483823e-14
5536.2,1.8447485783129005e-14
5536.3,1.84112609694765e-14
5536.4,1.8375142751650557e-14
5536.5,1.8339130711833348e-14
5536.6,1.8303224434252188e-14
5536.7,1.826742350516677e-14
5536.8,1.8231727512858732e-14
5536.9,1.8196136047619035e-14
5537.0,1.816064870173557e-14
5537.1,1.8125265069482857e-14
5537.2,1.8089984747109522e-14
5537.3,1.805480733282722e-14
5537.4,1.8019732426798302e-14
5537.5,1.798475963112583e-14
5537.6,1.794988854984161e-14
5537.7,1.7915118788894232e-14
5537.8,1.7880449956139428e-14
5537.9,1.7845881661328222e-14
5538.0,1.781141351609531e-14
5538.1,1.777704513394953e-14
5538.2,1.7742776130262327e-14
5538.3,1.7708606122256284e-14
5538.4,1.767453472899587e-14
5538.5,1.764056157137606e-14
5538.6,1.7606686272111148e-14
5538.7,1.757290845572566e-14
5538.8,1.753922774854321e-14
5538.9,1.7505643778675516e-14
5539.0,1.7472156176013504e-14
5539.1,1.7438764572216408e-14
5539.2,1.7405468600701004e-14
5539.3,1.7372267896632827e-14
5539.4,1.7339162096915574e-14
5539.5,1.73061508401805e-14
5539.6,1.7273233766777824e-14
5539.7,1.7240410518766363e-14
5539.8,1.7207680739903066e-14
5539.9,1.7175044075634714e-14
5540.0,1.714250017308761e-14
5540.1,1.711004868105746e-14
5540.2,1.7077689250001113e-14
5540.3,1.7045421532026587e-14
5540.4,1.7013245180882995e-14
5540.5,1.69811598519526e-14
5540.6,1.6949165202240714e-14
5540.7,1.6917260890366932e-14
5540.8,1.6885446576555222e-14
5540.9,1.685372192262612e-14
5541.0,1.6822086591987115e-14
5541.1,1.6790540249623072e-14
5541.2,1.6759082562088668e-14
5541.3,1.6727713197498923e-14
5541.4,1.669643182551979e-14
5541.5,1.666523811736078e-14
5541.6,1.6634131745765635e-14
5541.7,1.660311238500315e-14
5541.8,1.657217971085988e-14
5541.9,1.654133340063108e-14
5542.0,1.6510573133111602e-14
5542.1,1.6479898588588836e-14
5542.2,1.6449309448833753e-14
5542.3,1.6418805397092036e-14
5542.4,1.638838611807711e-14
5542.5,1.6358051297961403e-14
5542.6,1.6327800624367617e-14
5542.7,1.6297633786361902e-14
5542.8,1.6267550474445273e-14
5542.9,1.623755038054507e-14
5543.0,1.6207633198008266e-14
5543.1,1.6177798621593012e-14
5543.2,1.61480463474603e-14
5543.3,1.6118376073167383e-14
5543.4,1.60887874976595e-14
5543.5,1.605928032126166e-14
5543.6,1.6029854245672216e-14
5543.7,1.600050897395476e-14
5543.8,1.5971244210530012e-14
5543.9,1.594205966116959e-14
5544.0,1.591295503298781e-14
5544.1,1.588393003443473e-14
5544.2,1.5854984375288044e-14
5544.3,1.582611776664707e-14
5544.4,1.579732992092487e-14
5544.5,1.576862055184056e-14
5544.6,1.573998937441334e-14
5544.7,1.5711436104954845e-14
5544.8,1.5682960461061513e-14
5544.9,1.5654562161608816e-14
5545.0,1.5626240926743672e-14
5545.1,1.5597996477877042e-14
5545.2,1.556982853767817e-14
5545.3,1.554173683006725e-14
5545.4,1.551372108020807e-14
5545.5,1.548578101450241e-14
5545.6,1.5457916360582827e-14
5545.7,1.5430126847305435e-14
5545.8,1.5402412204744434e-14
5545.9,1.5374772164185003e-14
5546.0,1.5347206458116216e-14
5546.1,1.5319714820225708e-14
5546.2,1.5292296985392647e-14
5546.3,1.5264952689680813e-14
5546.4,1.5237681670333372e-14
5546.5,1.5210483665765974e-14
5546.6,1.518335841555993e-14
5546.7,1.5156305660457118e-14
5546.8,1.5129325142353203e-14
5546.9,1.5102416604290943e-14
5547.0,1.507557979045517e-14
5547.1,1.5048814446166152e-14
5547.2,1.5022120317873018e-14
5547.3,1.4995497153148843e-14
5547.4,1.4968944700683932e-14
5547.5,1.4942462710280292e-14
5547.6,1.4916050932844977e-14
5547.7,1.4889709120385323e-14
5547.8,1.4863437026002615e-14
5547.9,1.4837234403885717e-14
5548.0,1.4811101009306422e-14
5548.1,1.478503659861321e-14
5548.2,1.475904092922502e-14
5548.3,1.4733113759626665e-14
5548.4,1.4707254849362722e-14
5548.5,1.4681463959031388e-14
5548.6,1.4655740850280013e-14
5548.7,1.4630085285799078e-14
5548.8,1.460449702931619e-14
5548.9,1.4578975845591665e-14
5549.0,1.455352150041263e-14
5549.1,1.452813376058713e-14
5549.2,1.45028123939398e-14
5549.3,1.4477557169306047e-14
5549.4,1.4452367856526274e-14
5549.5,1.4427244226441664e-14
5549.6,1.4402186050888424e-14
5549.7,1.4377193102692134e-14
5549.8,1.435226515566359e-14
5549.9,1.432740198459319e-14
5550.0,1.4302603365245336e-14
5550.1,1.4277869074354396e-14
5550.2,1.4253198889619162e-14
5550.3,1.4228592589697367e-14
5550.4,1.4204049954201715e-14
5550.5,1.4179570763694443e-14
5550.6,1.4155154799681921e-14
5550.7,1.4130801844610773e-14
5550.8,1.4106511681862375e-14
5550.9,1.4082284095748364e-14
5551.0,1.4058118871505159e-14
5551.1,1.4034015795290252e-14
5551.2,1.4009974654176935e-14
5551.3,1.398599523614911e-14
5551.4,1.3962077330097627e-14
5551.5,1.3938220725815112e-14
5551.6,1.3914425213990892e-14
5551.7,1.3890690586207341e-14
5551.8,1.386701663493487e-14
5551.9,1.3843403153526878e-14
5552.0,1.3819849936216214e-14
5552.1,1.3796356778110224e-14
5552.2,1.3772923475185809e-14
5552.3,1.374954982428595e-14
5552.4,1.3726235623114814e-14
5552.5,1.370298067023294e-14
5552.6,1.3679784765053807e-14
5552.7,1.3656647707839024e-14
5552.8,1.3633569299693588e-14
5552.9,1.361054934256254e-14
5553.0,1.358758763922625e-14
5553.1,1.3564683993295695e-14
5553.2,1.3541838209209248e-14
5553.3,1.3519050092227992e-14
5553.4,1.3496319448431111e-14
5553.5,1.3473646084712726e-14
5553.6,1.3451029808777292e-14
5553.7,1.3428470429135073e-14
5553.8,1.3405967755099022e-14
5553.9,1.3383521596780262e-14
5554.0,1.3361131765083657e-14
5554.1,1.3338798071704728e-14
5554.2,1.3316520329125223e-14
5554.3,1.3294298350608753e-14
5554.4,1.3272131950197765e-14
5554.5,1.3250020942709062e-14
5554.6,1.3227965143730228e-14
5554.7,1.3205964369615191e-14
5554.8,1.3184018437481287e-14
5554.9,1.3162127165205008e-14
5555.0,1.3140290371417811e-14
5555.1,1.3118507875503205e-14
5555.2,1.30967794975926e-14
5555.3,1.3075105058561154e-14
5555.4,1.3053484380024956e-14
5555.5,1.303191728433689e-14
5555.6,1.3010403594582605e-14
5555.7,1.2988943134577707e-14
5555.8,1.2967535728863759e-14
5555.9,1.294618120270421e-14
5556.0,1.2924879382081752e-14
5556.1,1.2903630093694304e-14
5556.2,1.2882433164951057e-14
5556.3,1.2861288423969867e-14
5556.4,1.2840195699573296e-14
5556.5,1.2819154821284733e-14
5556.6,1.2798165619325826e-14
5556.7,1.2777227924612601e-14
5556.8,1.2756341568751657e-14
5556.9,1.2735506384037598e-14
5557.0,1.2714722203449279e-14
5557.1,1.2693988860646006e-14
5557.2,1.2673306189965078e-14
5557.3,1.2652674026418027e-14
5557.4,1.2632092205686935e-14
5557.5,1.2611560564121982e-14
5557.6,1.259107893873778e-14
5557.7,1.2570647167209736e-14
5557.8,1.2550265087871644e-14
5557.9,1.2529932539711942e-14
5558.0,1.2509649362370824e-14
5558.1,1.2489415396136507e-14
5558.2,1.2469230481942905e-14
5558.3,1.2449094461366125e-14
5558.4,1.2429007176620925e-14
5558.5,1.2408968470558446e-14
5558.6,1.2388978186662712e-14
5558.7,1.2369036169047206e-14
5558.8,1.2349142262452604e-14
5558.9,1.232929631224338e-14
5559.0,1.2309498164404362e-14
5559.1,1.2289747665538594e-14
5559.2,1.2270044662863922e-14
5559.3,1.225038900420965e-14
5559.4,1.2230780538014425e-14
5559.5,1.2211219113322886e-14
5559.6,1.2191704579782376e-14
5559.7,1.2172236787640834e-14
5559.8,1.2152815587743553e-14
5559.9,1.2133440831529895e-14
5560.0,1.2114112371031268e-14
5560.1,1.2094830058867879e-14
5560.2,1.2075593748245553e-14
5560.3,1.2056403292953716e-14
5560.4,1.203725854736223e-14
5560.5,1.2018159366418234e-14
5560.6,1.1999105605644162e-14
5560.7,1.1980097121134664e-14
5560.8,1.1961133769553446e-14
5560.9,1.1942215408131403e-14
5561.0,1.1923341894663472e-14
5561.1,1.1904513087505652e-14
5561.2,1.1885728845573062e-14
5561.3,1.1866989028336796e-14
5561.4,1.1848293495821566e-14
5561.5,1.182964210860258e-14
5561.6,1.1811034727803679e-14
5561.7,1.179247121509438e-14
5561.8,1.1773951432686957e-14
5561.9,1.17554752433346e-14
5562.0,1.1737042510328521e-14
5562.1,1.1718653097495023e-14
5562.2,1.1700306869193772e-14
5562.3,1.16820036903149e-14
5562.4,1.1663743426276121e-14
5562.5,1.1645525943021055e-14
5562.6,1.1627351107016358e-14
5562.7,1.1609218785248911e-14
5562.8,1.1591128845224124e-14
5562.9,1.1573081154963176e-14
5563.0,1.1555075583000175e-14
5563.1,1.1537111998380576e-14
5563.2,1.1519190270658382e-14
5563.3,1.1501310269893416e-14
5563.4,1.1483471866649716e-14
5563.5,1.1465674931992814e-14
5563.6,1.1447919337487038e-14
5563.7,1.1430204955193932e-14
5563.8,1.1412531657669592e-14
5563.9,1.1394899317961985e-14
5564.0,1.1377307809609432e-14
5564.1,1.1359757006637945e-14
5564.2,1.1342246783558637e-14
5564.3,1.132477701536617e-14
5564.4,1.1307347577536192e-14
5564.5,1.1289958346022749e-14
5564.6,1.1272609197256799e-14
5564.7,1.1255300008143529e-14
5564.8,1.1238030656060393e-14
5564.9,1.1220801018854534e-14
5565.0,1.1203610974841254e-14
5565.1,1.1186460402801555e-14
5565.2,1.116934918197964e-14
5565.3,1.1152277192081482e-14
5565.4,1.1135244313272389e-14
5565.5,1.111825042617451e-14
5565.6,1.1101295411865467e-14
5565.7,1.1084379151875921e-14
5565.8,1.1067501528187156e-14
5565.9,1.1050662423229705e-14
5566.0,1.1033861719880979e-14
5566.1,1.101709930146285e-14
5566.2,1.100037505174035e-14
5566.3,1.0983688854919297e-14
5566.4,1.096704059564393e-14
5566.5,1.0950430158995635e-14
5566.6,1.0933857430490599e-14
5566.7,1.0917322296077493e-14
5566.8,1.0900824642136206e-14
5566.9,1.0884364355475532e-14
5567.0,1.0867941323330923e-14
5567.1,1.0851555433363187e-14
5567.2,1.083520657365627e-14
5567.3,1.0818894632715004e-14
5567.4,1.0802619499463854e-14
5567.5,1.0786381063244699e-14
5567.6,1.0770179213814643e-14
5567.7,1.0754013841344788e-14
5567.8,1.0737884836418026e-14
5567.9,1.0721792090026889e-14
5568.0,1.0705735493572357e-14
5568.1,1.0689714938861565e-14
5568.2,1.0673730318106236e-14
5568.3,1.0657781523920395e-14
5568.4,1.0641868449319248e-14
5568.5,1.0625990987717045e-14
5568.6,1.0610149032924972e-14
5568.7,1.0594342479150034e-14
5568.8,1.0578571220992951e-14
5568.9,1.0562835153446095e-14
5569.0,1.0547134171892364e-14
5569.1,1.0531468172103147e-14
5569.2,1.0515837050236247e-14
5569.3,1.0500240702834833e-14
5569.4,1.0484679026825376e-14
5569.5,1.0469151919515644e-14
5569.6,1.045365927859364e-14
5569.7,1.0438201002125606e-14
5569.8,1.0422776988554023e-14
5569.9,1.0407387136696566e-14
5570.0,1.0392031345744158e-14
5570.1,1.037670951525897e-14
5570.2,1.036142154517343e-14
5570.3,1.0346167335788261e-14
5570.4,1.0330946787770558e-14
5570.5,1.031575980215279e-14
5570.6,1.0300606280330868e-14
5570.7,1.0285486124062245e-14
5570.8,1.0270399235464944e-14
5570.9,1.0255345517015661e-14
5571.0,1.024032487154788e-14
5571.1,1.0225337202250924e-14
5571.2,1.0210382412668094e-14
5571.3,1.0195460406694775e-14
5571.4,1.0180571088577574e-14
5571.5,1.0165714362912295e-14
5571.6,1.0150890134642677e-14
5571.7,1.0136098309058435e-14
5571.8,1.0121338791794366e-14
5571.9,1.0106611488828534e-14
5572.0,1.0091916306480486e-14
5572.1,1.0077253151410342e-14
5572.2,1.0062621930617037e-14
5572.3,1.0048022551436516e-14
5572.4,1.0033454921540895e-14
5572.5,1.0018918948936698e-14
5572.6,1.000441454196308e-14
5572.7,9.989941609291017e-15
5572.8,9.97550005992153e-15
5572.9,9.961089803184e-15
5573.0,9.946710748735298e-15
5573.1,9.932362806558101e-15
5573.2,9.918045886959173e-15
5573.3,9.903759900568566e-15
5573.4,9.889504758337903e-15
5573.5,9.87528037153875e-15
5573.6,9.861086651761755e-15
5573.7,9.846923510915033e-15
5573.8,9.832790861222484e-15
5573.9,9.818688615223017e-15
5574.0,9.804616685768923e-15
5574.1,9.790574986024206e-15
5574.2,9.776563429463866e-15
5574.3,9.762581929872223e-15
5574.4,9.748630401341357e-15
5574.5,9.734708758270332e-15
5574.6,9.720816915363596e-15
5574.7,9.706954787629402e-15
5574.8,9.693122290379078e-15
5574.9,9.679319339225333e-15
5575.0,9.665545850081185e-15
5575.1,9.65180173915829e-15
5575.2,9.638086922966233e-15
5575.3,9.624401318310988e-15
5575.4,9.61074484229335e-15
5575.5,9.597117412308282e-15
5575.6,9.583518946043343e-15
5575.7,9.569949361477191e-15
5575.8,9.556408576878898e-15
5575.9,9.542896510806434e-15
5576.0,9.529413082105192e-15
5576.1,9.515958209907271e-15
5576.2,9.502531813630042e-15
5576.3,9.489133812974642e-15
5576.4,9.47576412792531e-15
5576.5,9.462422678747941e-15
5576.6,9.449109385988617e-15
5576.7,9.435824170472966e-15
5576.8,9.422566953304707e-15
5576.9,9.409337655864219e-15
5577.0,9.396136199807917e-15
5577.1,9.382962507066813e-15
5577.2,9.369816499845096e-15
5577.3,9.356698100619521e-15
5577.4,9.343607232138002e-15
5577.5,9.330543817418198e-15
5577.6,9.31750777974693e-15
5577.7,9.304499042678771e-15
5577.8,9.29151753003467e-15
5577.9,9.278563165901367e-15
5578.0,9.26563587463002e-15
5578.1,9.252735580834815e-15
5578.2,9.239862209392443e-15
5578.3,9.227015685440595e-15
5578.4,9.214195934377095e-15
5578.5,9.201402881858444e-15
5578.6,9.188636453799276e-15
5578.7,9.175896576371023e-15
5578.8,9.16318317600057e-15
5578.9,9.150496179369749e-15
5579.0,9.137835513413981e-15
5579.1,9.125201105321002e-15
5579.2,9.1125928825303e-15
5579.3,9.100010772731841e-15
5579.4,9.08745470386477e-15
5579.5,9.074924604116874e-15
5579.6,9.062420401923316e-15
5579.7,9.049942025965365e-15
5579.8,9.037489405169873e-15
5579.9,9.02506246870801e-15
5580.0,9.012661145994006e-15
5580.1,9.000285366684672e-15
5580.2,8.987935060678109e-15
5580.3,8.975610158112507e-15
5580.4,8.963310589365638e-15
5580.5,8.951036285053618e-15
5580.6,8.938787176029696e-15
5580.7,8.926563193383759e-15
5580.8,8.914364268441127e-15
5580.9,8.902190332761346e-15
5581.0,8.890041318137694e-15
5581.1,8.877917156596015e-15
5581.2,8.865817780393504e-15
5581.3,8.853743122018253e-15
5581.4,8.841693114188054e-15
5581.5,8.829667689849247e-15
5581.6,8.817666782176236e-15
5581.7,8.805690324570279e-15
5581.8,8.793738250658683e-15
5581.9,8.78181049429359e-15
5582.0,8.769906989551538e-15
5582.1,8.758027670732306e-15
5582.2,8.74617247235777e-15
5582.3,8.734341329171477e-15
5582.4,8.722534176137511e-15
5582.5,8.710750948439362e-15
5582.6,8.698991581479507e-15
5582.7,8.687256010878288e-15
5582.8,8.675544172472803e-15
5582.9,8.663856002316494e-15
5583.0,8.65219143667803e-15
5583.1,8.640550412040222e-15
5583.2,8.628932865099616e-15
5583.3,8.617338732765405e-15
5583.4,8.605767952158313e-15
5583.5,8.594220460610257e-15
5583.6,8.582696195663225e-15
5583.7,8.571195095068205e-15
5583.8,8.559717096784839e-15
5583.9,8.54826213898031e-15
5584.0,8.536830160028306e-15
5584.1,8.525421098508652e-15
5584.2,8.514034893206249e-15
5584.3,8.502671483110009e-15
5584.4,8.491330807412524e-15
5584.5,8.480012805509013e-15
5584.6,8.468717416996268e-15
5584.7,8.45744458167233e-15
5584.8,8.446194239535435e-15
5584.9,8.434966330783013e-15
5585.0,8.423760795811319e-15
5585.1,8.412577575214368e-15
5585.2,8.401416609783278e-15
5585.3,8.390277840505193e-15
5585.4,8.379161208562953e-15
5585.5,8.368066655334097e-15
5585.6,8.356994122389856e-15
5585.7,8.34594355149484e-15
5585.8,8.334914884606043e-15
5585.9,8.32390806387187e-15
5586.0,8.312923031631794e-15
5586.1,8.301959730415427e-15
5586.2,8.291018102941493e-15
5586.3,8.280098092117562e-15
5586.4,8.26919964103907e-15
5586.5,8.258322692988344e-15
5586.6,8.24746719143434e-15
5586.7,8.236633080031644e-15
5586.8,8.225820302619564e-15
5586.9,8.215028803221802e-15
5587.0,8.20425852604554e-15
5587.1,8.193509415480487e-15
5587.2,8.182781416098599e-15
5587.3,8.172074472653145e-15
5587.4,8.161388530077794e-15
5587.5,8.150723533486305e-15
5587.6,8.140079428171653e-15
5587.7,8.129456159605064e-15
5587.8,8.11885367343579e-15
5587.9,8.108271915490166e-15
5588.0,8.097710831770728e-15
5588.1,8.087170368455928e-15
5588.2,8.076650471899259e-15
5588.3,8.066151088628342e-15
5588.4,8.055672165344682e-15
5588.5,8.045213648922698e-15
5588.6,8.03477548640921e-15
5588.7,8.024357625022456e-15
5588.8,8.013960012151879e-15
5588.9,8.003582595357236e-15
5589.0,7.993225322367727e-15
5589.1,7.982888141081757e-15
5589.2,7.972570999566072e-15
5589.3,7.962273846054904e-15
5589.4,7.951996628949725e-15
5589.5,7.941739296818405e-15
5589.6,7.93150179839436e-15
5589.7,7.921284082576314e-15
5589.8,7.91108609842747e-15
5589.9,7.900907795174655e-15
5590.0,7.890749122208116e-15
5590.1,7.880610029080666e-15
5590.2,7.870490465506865e-15
5590.3,7.860390381362808e-15
5590.4,7.850309726685294e-15
5590.5,7.840248451670999e-15
5590.6,7.830206506676283e-15
5590.7,7.82018384221636e-15
5590.8,7.810180408964498e-15
5590.9,7.800196157751803e-15
5591.0,7.790231039566423e-15
5591.1,7.780285005552748e-15
5591.2,7.7703580070112e-15
5591.3,7.760449995397447e-15
5591.4,7.750560922321604e-15
5591.5,7.74069073954805e-15
5591.6,7.730839398994625e-15
5591.7,7.721006852731866e-15
5591.8,7.711193052982796e-15
5591.9,7.701397952122107e-15
5592.0,7.691621502675698e-15
5592.1,7.681863657319827e-15
5592.2,7.67212436888096e-15
5592.3,7.662403590334974e-15
5592.4,7.652701274806424e-15
5592.5,7.643017375568341e-15
5592.6,7.63335184604149e-15
5592.7,7.623704639793608e-15
5592.8,7.614075710539245e-15
5592.9,7.60446501213901e-15
5593.0,7.594872498598805e-15
5593.1,7.585298124069699e-15
5593.2,7.575741842847164e-15
5593.3,7.566203609370333e-15
5593.4,7.556683378221851e-15
5593.5,7.547181104127145e-15
5593.6,7.537696741953685e-15
5593.7,7.528230246710835e-15
5593.8,7.518781573549136e-15
5593.9,7.509350677759562e-15
5594.0,7.4999375147734e-15
5594.1,7.490542040161516e-15
5594.2,7.481164209633644e-15
5594.3,7.47180397903824e-15
5594.4,7.462461304361781e-15
5594.5,7.453136141728062e-15
5594.6,7.443828447398033e-15
5594.7,7.434538177769131e-15
5594.8,7.425265289374558e-15
5594.9,7.416009738883164e-15
5595.0,7.406771483098733e-15
5595.1,7.397550478959317e-15
5595.2,7.388346683537084e-15
5595.3,7.379160054037588e-15
5595.4,7.369990547799387e-15
5595.5,7.3608381222933e-15
5595.6,7.351702735122283e-15
5595.7,7.342584344020763e-15
5595.8,7.333482906853953e-15
5595.9,7.324398381617738e-15
5596.0,7.315330726438011e-15
5596.1,7.306279899569997e-15
5596.2,7.29724585939815e-15
5596.3,7.288228564435478e-15
5596.4,7.279227973322903e-15
5596.5,7.270244044829137e-15
5596.6,7.261276737850025e-15
5596.7,7.252326011407912e-15
5596.8,7.243391824651514e-15
5596.9,7.23447413685529e-15
5597.0,7.225572907418784e-15
5597.1,7.216688095866533e-15
5597.2,7.20781966184742e-15
5597.3,7.198967565134046e-15
5597.4,7.190131765622611e-15
5597.5,7.181312223332309e-15
5597.6,7.17250889840468e-15
5597.7,7.163721751103515e-15
5597.8,7.154950741814243e-15
5597.9,7.146195831043287e-15
5598.0,7.137456979417996e-15
5598.1,7.128734147686005e-15
5598.2,7.120027296714638e-15
5598.3,7.111336387490799e-15
5598.4,7.102661381120382e-15
5598.5,7.0940022388276416e-15
5598.6,7.085358921955118e-15
5598.7,7.0767313919629824e-15
5598.8,7.068119610428693e-15
5598.9,7.0595235390463785e-15
5599.0,7.050943139626718e-15
5599.1,7.042378374096375e-15
5599.2,7.033829204497383e-15
5599.3,7.02529559298708e-15
5599.4,7.0167775018375095e-15
5599.5,7.008274893434833e-15
5599.6,6.999787730279269e-15
5599.7,6.9913159749845006e-15
5599.8,6.982859590277083e-15
5599.9,6.974418538996392e-15
5600.0,6.965992784094036e-15
5600.1,6.957582288633272e-15
5600.2,6.949187015788967e-15
5600.3,6.940806928846992e-15
5600.4,6.932441991203678e-15
5600.5,6.924092166365731e-15
5600.6,6.915757417949689e-15
5600.7,6.907437709681345e-15
5600.8,6.8991330053956784e-15
5600.9,6.890843269036318e-15
5601.0,6.882568464654961e-15
5601.1,6.8743085564113366e-15
5601.2,6.866063508572628e-15
5601.3,6.857833285512947e-15
5601.4,6.849617851713258e-15
5601.5,6.841417171760841e-15
5601.6,6.833231210348743e-15
5601.7,6.8250599322757214e-15
5601.8,6.816903302445718e-15
5601.9,6.808761285867293e-15
5602.0,6.800633847653598e-15
5602.1,6.79252095302178e-15
5602.2,6.784422567292706e-15
5602.3,6.776338655890388e-15
5602.4,6.768269184341944e-15
5602.5,6.760214118277045e-15
5602.6,6.752173423427411e-15
5602.7,6.744147065626761e-15
5602.8,6.736135010810284e-15
5602.9,6.728137225014124e-15
5603.0,6.720153674375331e-15
5603.1,6.712184325131361e-15
5603.2,6.7042291436195406e-15
5603.3,6.6962880962770366e-15
5603.4,6.688361149640345e-15
5603.5,6.6804482703447845e-15
5603.6,6.672549425124445e-15
5603.7,6.6646645808117e-15
5603.8,6.6567937043366926e-15
5603.9,6.6489367627272895e-15
5604.0,6.641093723108609e-15
5604.1,6.633264552702494e-15
5604.2,6.625449218827493e-15
5604.3,6.617647688898364e-15
5604.4,6.60985993042557e-15
5604.5,6.602085911015264e-15
5604.6,6.594325598368794e-15
5604.7,6.586578960282202e-15
5604.8,6.578845964646213e-15
5604.9,6.571126579445743e-15
5605.0,6.5634207727594034e-15
5605.1,6.555728512759493e-15
5605.2,6.54804976771152e-15
5605.3,6.540384505973697e-15
5605.4,6.532732695996945e-15
5605.5,6.5250943063244025e-15
5605.6,6.5174693055909585e-15
5605.7,6.509857662523224e-15
5605.8,6.5022593459390255e-15
5605.9,6.494674324747172e-15
5606.0,6.487102567946931e-15
5606.1,6.479544044628037e-15
5606.2,6.4719987239702065e-15
5606.3,6.464466575242671e-15
5606.4,6.456947567804175e-15
5606.5,6.4494416711025166e-15
5606.6,6.441948854674076e-15
5606.7,6.434469088143812e-15
5606.8,6.427002341224804e-15
5606.9,6.419548583717797e-15
5607.0,6.412107785511185e-15
5607.1,6.4046799165805836e-15
5607.2,6.397264946988346e-15
5607.3,6.389862846883581e-15
5607.4,6.3824735865016945e-15
5607.5,6.375097136163942e-15
5607.6,6.367733466277431e-15
5607.7,6.36038254733468e-15
5607.8,6.35304434991316e-15
5607.9,6.3457188446753115e-15
5608.0,6.338406002368095e-15
5608.1,6.3311057938225506e-15
5608.2,6.323818189953812e-15
5608.3,6.3165431617606525e-15
5608.4,6.30928068032507e-15
5608.5,6.302030716812277e-15
5608.6,6.294793242470275e-15
5608.7,6.287568228629415e-15
5608.8,6.280355646702424e-15
5608.9,6.273155468183957e-15
5609.0,6.2659676646501764e-15
5609.1,6.2587922077587685e-15
5609.2,6.251629069248463e-15
5609.3,6.244478220938854e-15
5609.4,6.237339634729926e-15
5609.5,6.230213282602074e-15
5609.6,6.223099136615679e-15
5609.7,6.215997168910699e-15
5609.8,6.208907351706666e-15
5609.9,6.201829657302282e-15
5610.0,6.194764058075015e-15
5610.1,6.1877105264810954e-15
5610.2,6.180669035055115e-15
5610.3,6.173639556409623e-15
5610.4,6.1666220632351324e-15
5610.5,6.159616528299721e-15
5610.6,6.15262292444862e-15
5610.7,6.145641224604235e-15
5610.8,6.138671401765753e-15
5610.9,6.131713429008719e-15
5611.0,6.12476727948508e-15
5611.1,6.117832926422769e-15
5611.2,6.1109103431253175e-15
5611.3,6.103999502971875e-15
5611.4,6.0971003794168065e-15
5611.5,6.090212945989308e-15
5611.6,6.08333717629343e-15
5611.7,6.076473044007681e-15
5611.8,6.069620522884629e-15
5611.9,6.062779586750959e-15
5612.0,6.055950209507043e-15
5612.1,6.0491323651265815e-15
5612.2,6.0423260276566244e-15
5612.3,6.035531171217178e-15
5612.4,6.028747770000833e-15
5612.5,6.0219757982727915e-15
5612.6,6.015215230370435e-15
5612.7,6.0084660407031775e-15
5612.8,6.0017282037520356e-15
5612.9,5.9950016940696635e-15
5613.0,5.9882864862799836e-15
5613.1,5.981582555077798e-15
5613.2,5.974889875228827e-15
5613.3,5.9682084215693444e-15
5613.4,5.96153816900579e-15
5613.5,5.9548790925148156e-15
5613.6,5.948231167142916e-15
5613.7,5.941594368006053e-15
5613.8,5.934968670289691e-15
5613.9,5.928354049248444e-15
5614.0,5.921750480205699e-15
5614.1,5.915157938553647e-15
5614.2,5.9085763997529486e-15
5614.3,5.9020058393323355e-15
5614.4,5.89544623288867e-15
5614.5,5.888897556086588e-15
5614.6,5.88235978465813e-15
5614.7,5.87583289440279e-15
5614.8,5.869316861187151e-15
5614.9,5.862811660944537e-15
5615.0,5.8563172696750526e-15
5615.1,5.849833663445228e-15
5615.2,5.843360818387661e-15
5615.3,5.836898710701083e-15
5615.4,5.830447316649979e-15
5615.5,5.824006612564258e-15
5615.6,5.817576574839292e-15
5615.7,5.811157179935569e-15
5615.8,5.804748404378348e-15
5615.9,5.798350224757708e-15
5616.0,5.7919626177281475e-15
5616.1,5.785585560008481e-15
5616.2,5.779219028381428e-15
5616.3,5.772862999693678e-15
5616.4,5.766517450855554e-15
5616.5,5.760182358840651e-15
5616.6,5.753857700685915e-15
5616.7,5.747543453491282e-15
5616.8,5.741239594419351e-15
5616.9,5.7349461006954374e-15
5617.0,5.728662949607235e-15
5617.1,5.722390118504487e-15
5617.2,5.716127584799026e-15
5617.3,5.7098753259644626e-15
5617.4,5.7036333195358415e-15
5617.5,5.697401543109686e-15
5617.6,5.691179974343701e-15
5617.7,5.684968590956409e-15
5617.8,5.678767370727231e-15
5617.9,5.6725762914961436e-15
