# Korg.jl Reference Spectrum - Arcturus-like (Cool Giant) (Continuum-only)
# Generated: 2025-10-05 14:04:45
# Parameters: Teff=4250.0K, logg=1.4, [M/H]=-0.5
# Synthesis time: 0.65 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 0 lines (continuum only)
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5003.4400      1.639675e+14      1.639675e+14      1.000000
     5003.4500      1.639671e+14      1.639671e+14      1.000000
     5003.4600      1.639667e+14      1.639667e+14      1.000000
     5003.4700      1.639663e+14      1.639663e+14      1.000000
     5003.4800      1.639659e+14      1.639659e+14      1.000000
     5003.4900      1.639655e+14      1.639655e+14      1.000000
     5003.5000      1.639651e+14      1.639651e+14      1.000000
     5003.5100      1.639647e+14      1.639647e+14      1.000000
     5003.5200      1.639643e+14      1.639643e+14      1.000000
     5003.5300      1.639639e+14      1.639639e+14      1.000000
     5003.5400      1.639634e+14      1.639634e+14      1.000000
     5003.5500      1.639630e+14      1.639630e+14      1.000000
     5003.5600      1.639626e+14      1.639626e+14      1.000000
     5003.5700      1.639622e+14      1.639622e+14      1.000000
     5003.5800      1.639618e+14      1.639618e+14      1.000000
     5003.5900      1.639614e+14      1.639614e+14      1.000000
     5003.6000      1.639610e+14      1.639610e+14      1.000000
     5003.6100      1.639606e+14      1.639606e+14      1.000000
     5003.6200      1.639602e+14      1.639602e+14      1.000000
     5003.6300      1.639598e+14      1.639598e+14      1.000000
     5003.6400      1.639594e+14      1.639594e+14      1.000000
     5003.6500      1.639590e+14      1.639590e+14      1.000000
     5003.6600      1.639586e+14      1.639586e+14      1.000000
     5003.6700      1.639582e+14      1.639582e+14      1.000000
     5003.6800      1.639578e+14      1.639578e+14      1.000000
     5003.6900      1.639574e+14      1.639574e+14      1.000000
     5003.7000      1.639570e+14      1.639570e+14      1.000000
     5003.7100      1.639566e+14      1.639566e+14      1.000000
     5003.7200      1.639562e+14      1.639562e+14      1.000000
     5003.7300      1.639558e+14      1.639558e+14      1.000000
     5003.7400      1.639554e+14      1.639554e+14      1.000000
     5003.7500      1.639550e+14      1.639550e+14      1.000000
     5003.7600      1.639546e+14      1.639546e+14      1.000000
     5003.7700      1.639542e+14      1.639542e+14      1.000000
     5003.7800      1.639538e+14      1.639538e+14      1.000000
     5003.7900      1.639534e+14      1.639534e+14      1.000000
     5003.8000      1.639530e+14      1.639530e+14      1.000000
