# Korg.jl Reference Spectrum - Metal-poor K Giant (Continuum-only)
# Generated: 2025-10-05 14:04:46
# Parameters: Teff=4500.0K, logg=1.5, [M/H]=-2.5
# Synthesis time: 0.11 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 0 lines (continuum only)
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5002.7400      1.804299e+14      1.804299e+14      1.000000
     5002.7500      1.804305e+14      1.804305e+14      1.000000
     5002.7600      1.804312e+14      1.804312e+14      1.000000
     5002.7700      1.804318e+14      1.804318e+14      1.000000
     5002.7800      1.804324e+14      1.804324e+14      1.000000
     5002.7900      1.804330e+14      1.804330e+14      1.000000
     5002.8000      1.804337e+14      1.804337e+14      1.000000
     5002.8100      1.804343e+14      1.804343e+14      1.000000
     5002.8200      1.804349e+14      1.804349e+14      1.000000
     5002.8300      1.804355e+14      1.804355e+14      1.000000
     5002.8400      1.804362e+14      1.804362e+14      1.000000
     5002.8500      1.804368e+14      1.804368e+14      1.000000
     5002.8600      1.804374e+14      1.804374e+14      1.000000
     5002.8700      1.804380e+14      1.804380e+14      1.000000
     5002.8800      1.804386e+14      1.804386e+14      1.000000
     5002.8900      1.804393e+14      1.804393e+14      1.000000
     5002.9000      1.804399e+14      1.804399e+14      1.000000
     5002.9100      1.804405e+14      1.804405e+14      1.000000
     5002.9200      1.804411e+14      1.804411e+14      1.000000
     5002.9300      1.804418e+14      1.804418e+14      1.000000
     5002.9400      1.804424e+14      1.804424e+14      1.000000
     5002.9500      1.804430e+14      1.804430e+14      1.000000
     5002.9600      1.804436e+14      1.804436e+14      1.000000
     5002.9700      1.804443e+14      1.804443e+14      1.000000
     5002.9800      1.804449e+14      1.804449e+14      1.000000
     5002.9900      1.804455e+14      1.804455e+14      1.000000
     5003.0000      1.804461e+14      1.804461e+14      1.000000
     5003.0100      1.804467e+14      1.804467e+14      1.000000
     5003.0200      1.804474e+14      1.804474e+14      1.000000
     5003.0300      1.804480e+14      1.804480e+14      1.000000
     5003.0400      1.804486e+14      1.804486e+14      1.000000
     5003.0500      1.804492e+14      1.804492e+14      1.000000
     5003.0600      1.804498e+14      1.804498e+14      1.000000
     5003.0700      1.804505e+14      1.804505e+14      1.000000
     5003.0800      1.804511e+14      1.804511e+14      1.000000
     5003.0900      1.804517e+14      1.804517e+14      1.000000
     5003.1000      1.804523e+14      1.804523e+14      1.000000
     5003.1100      1.804529e+14      1.804529e+14      1.000000
     5003.1200      1.804535e+14      1.804535e+14      1.000000
     5003.1300      1.804542e+14      1.804542e+14      1.000000
     5003.1400      1.804548e+14      1.804548e+14      1.000000
     5003.1500      1.804554e+14      1.804554e+14      1.000000
     5003.1600      1.804560e+14      1.804560e+14      1.000000
     5003.1700      1.804566e+14      1.804566e+14      1.000000
     5003.1800      1.804572e+14      1.804572e+14      1.000000
     5003.1900      1.804579e+14      1.804579e+14      1.000000
     5003.2000      1.804585e+14      1.804585e+14      1.000000
     5003.2100      1.804591e+14      1.804591e+14      1.000000
     5003.2200      1.804597e+14      1.804597e+14      1.000000
     5003.2300      1.804603e+14      1.804603e+14      1.000000
     5003.2400      1.804609e+14      1.804609e+14      1.000000
     5003.2500      1.804616e+14      1.804616e+14      1.000000
     5003.2600      1.804622e+14      1.804622e+14      1.000000
     5003.2700      1.804628e+14      1.804628e+14      1.000000
     5003.2800      1.804634e+14      1.804634e+14      1.000000
     5003.2900      1.804640e+14      1.804640e+14      1.000000
     5003.3000      1.804647e+14      1.804647e+14      1.000000
     5003.3100      1.804653e+14      1.804653e+14      1.000000
     5003.3200      1.804659e+14      1.804659e+14      1.000000
     5003.3300      1.804665e+14      1.804665e+14      1.000000
     5003.3400      1.804671e+14      1.804671e+14      1.000000
     5003.3500      1.804677e+14      1.804677e+14      1.000000
     5003.3600      1.804684e+14      1.804684e+14      1.000000
     5003.3700      1.804690e+14      1.804690e+14      1.000000
     5003.3800      1.804696e+14      1.804696e+14      1.000000
     5003.3900      1.804702e+14      1.804702e+14      1.000000
     5003.4000      1.804708e+14      1.804708e+14      1.000000
     5003.4100      1.804714e+14      1.804714e+14      1.000000
     5003.4200      1.804721e+14      1.804721e+14      1.000000
     5003.4300      1.804727e+14      1.804727e+14      1.000000
     5003.4400      1.804733e+14      1.804733e+14      1.000000
     5003.4500      1.804739e+14      1.804739e+14      1.000000
     5003.4600      1.804745e+14      1.804745e+14      1.000000
     5003.4700      1.804751e+14      1.804751e+14      1.000000
     5003.4800      1.804758e+14      1.804758e+14      1.000000
     5003.4900      1.804764e+14      1.804764e+14      1.000000
     5003.5000      1.804770e+14      1.804770e+14      1.000000
     5003.5100      1.804776e+14      1.804776e+14      1.000000
     5003.5200      1.804782e+14      1.804782e+14      1.000000
     5003.5300      1.804788e+14      1.804788e+14      1.000000
     5003.5400      1.804795e+14      1.804795e+14      1.000000
     5003.5500      1.804801e+14      1.804801e+14      1.000000
     5003.5600      1.804807e+14      1.804807e+14      1.000000
     5003.5700      1.804813e+14      1.804813e+14      1.000000
     5003.5800      1.804819e+14      1.804819e+14      1.000000
     5003.5900      1.804826e+14      1.804826e+14      1.000000
     5003.6000      1.804832e+14      1.804832e+14      1.000000
     5003.6100      1.804838e+14      1.804838e+14      1.000000
     5003.6200      1.804844e+14      1.804844e+14      1.000000
     5003.6300      1.804850e+14      1.804850e+14      1.000000
     5003.6400      1.804856e+14      1.804856e+14      1.000000
     5003.6500      1.804863e+14      1.804863e+14      1.000000
     5003.6600      1.804869e+14      1.804869e+14      1.000000
     5003.6700      1.804875e+14      1.804875e+14      1.000000
     5003.6800      1.804881e+14      1.804881e+14      1.000000
     5003.6900      1.804887e+14      1.804887e+14      1.000000
     5003.7000      1.804893e+14      1.804893e+14      1.000000
     5003.7100      1.804900e+14      1.804900e+14      1.000000
     5003.7200      1.804906e+14      1.804906e+14      1.000000
     5003.7300      1.804912e+14      1.804912e+14      1.000000
     5003.7400      1.804918e+14      1.804918e+14      1.000000
     5003.7500      1.804924e+14      1.804924e+14      1.000000
     5003.7600      1.804930e+14      1.804930e+14      1.000000
     5003.7700      1.804937e+14      1.804937e+14      1.000000
     5003.7800      1.804943e+14      1.804943e+14      1.000000
     5003.7900      1.804949e+14      1.804949e+14      1.000000
     5003.8000      1.804955e+14      1.804955e+14      1.000000
     5003.8100      1.804961e+14      1.804961e+14      1.000000
     5003.8200      1.804967e+14      1.804967e+14      1.000000
     5003.8300      1.804974e+14      1.804974e+14      1.000000
     5003.8400      1.804980e+14      1.804980e+14      1.000000
     5003.8500      1.804986e+14      1.804986e+14      1.000000
     5003.8600      1.804992e+14      1.804992e+14      1.000000
     5003.8700      1.804998e+14      1.804998e+14      1.000000
     5003.8800      1.805004e+14      1.805004e+14      1.000000
     5003.8900      1.805011e+14      1.805011e+14      1.000000
     5003.9000      1.805017e+14      1.805017e+14      1.000000
     5003.9100      1.805023e+14      1.805023e+14      1.000000
     5003.9200      1.805029e+14      1.805029e+14      1.000000
     5003.9300      1.805035e+14      1.805035e+14      1.000000
     5003.9400      1.805042e+14      1.805042e+14      1.000000
     5003.9500      1.805048e+14      1.805048e+14      1.000000
     5003.9600      1.805054e+14      1.805054e+14      1.000000
     5003.9700      1.805060e+14      1.805060e+14      1.000000
     5003.9800      1.805066e+14      1.805066e+14      1.000000
     5003.9900      1.805072e+14      1.805072e+14      1.000000
     5004.0000      1.805079e+14      1.805079e+14      1.000000
     5004.0100      1.805085e+14      1.805085e+14      1.000000
     5004.0200      1.805091e+14      1.805091e+14      1.000000
     5004.0300      1.805097e+14      1.805097e+14      1.000000
     5004.0400      1.805103e+14      1.805103e+14      1.000000
     5004.0500      1.805109e+14      1.805109e+14      1.000000
     5004.0600      1.805115e+14      1.805115e+14      1.000000
     5004.0700      1.805121e+14      1.805121e+14      1.000000
     5004.0800      1.805128e+14      1.805128e+14      1.000000
     5004.0900      1.805134e+14      1.805134e+14      1.000000
     5004.1000      1.805140e+14      1.805140e+14      1.000000
     5004.1100      1.805146e+14      1.805146e+14      1.000000
     5004.1200      1.805152e+14      1.805152e+14      1.000000
     5004.1300      1.805158e+14      1.805158e+14      1.000000
     5004.1400      1.805164e+14      1.805164e+14      1.000000
     5004.1500      1.805170e+14      1.805170e+14      1.000000
     5004.1600      1.805177e+14      1.805177e+14      1.000000
     5004.1700      1.805183e+14      1.805183e+14      1.000000
     5004.1800      1.805189e+14      1.805189e+14      1.000000
     5004.1900      1.805195e+14      1.805195e+14      1.000000
     5004.2000      1.805201e+14      1.805201e+14      1.000000
     5004.2100      1.805207e+14      1.805207e+14      1.000000
     5004.2200      1.805213e+14      1.805213e+14      1.000000
     5004.2300      1.805219e+14      1.805219e+14      1.000000
     5004.2400      1.805226e+14      1.805226e+14      1.000000
     5004.2500      1.805232e+14      1.805232e+14      1.000000
     5004.2600      1.805238e+14      1.805238e+14      1.000000
     5004.2700      1.805244e+14      1.805244e+14      1.000000
     5004.2800      1.805250e+14      1.805250e+14      1.000000
     5004.2900      1.805256e+14      1.805256e+14      1.000000
     5004.3000      1.805262e+14      1.805262e+14      1.000000
     5004.3100      1.805268e+14      1.805268e+14      1.000000
     5004.3200      1.805275e+14      1.805275e+14      1.000000
     5004.3300      1.805281e+14      1.805281e+14      1.000000
     5004.3400      1.805287e+14      1.805287e+14      1.000000
     5004.3500      1.805293e+14      1.805293e+14      1.000000
     5004.3600      1.805299e+14      1.805299e+14      1.000000
     5004.3700      1.805305e+14      1.805305e+14      1.000000
     5004.3800      1.805311e+14      1.805311e+14      1.000000
     5004.3900      1.805317e+14      1.805317e+14      1.000000
     5004.4000      1.805324e+14      1.805324e+14      1.000000
     5004.4100      1.805330e+14      1.805330e+14      1.000000
     5004.4200      1.805336e+14      1.805336e+14      1.000000
     5004.4300      1.805342e+14      1.805342e+14      1.000000
     5004.4400      1.805348e+14      1.805348e+14      1.000000
     5004.4500      1.805354e+14      1.805354e+14      1.000000
     5004.4600      1.805360e+14      1.805360e+14      1.000000
     5004.4700      1.805366e+14      1.805366e+14      1.000000
     5004.4800      1.805373e+14      1.805373e+14      1.000000
