# Korg.jl Reference Spectrum - Solar-like (Continuum-only)
# Generated: 2025-10-05 14:04:41
# Parameters: Teff=5771.0K, logg=4.44, [M/H]=0.0
# Synthesis time: 12.51 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 0 lines (continuum only)
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5003.1400      1.032783e+15      1.032783e+15      1.000000
     5003.1500      1.032776e+15      1.032776e+15      1.000000
     5003.1600      1.032769e+15      1.032769e+15      1.000000
     5003.1700      1.032763e+15      1.032763e+15      1.000000
     5003.1800      1.032756e+15      1.032756e+15      1.000000
     5003.1900      1.032749e+15      1.032749e+15      1.000000
     5003.2000      1.032743e+15      1.032743e+15      1.000000
     5003.2100      1.032736e+15      1.032736e+15      1.000000
     5003.2200      1.032729e+15      1.032729e+15      1.000000
     5003.2300      1.032722e+15      1.032722e+15      1.000000
     5003.2400      1.032716e+15      1.032716e+15      1.000000
     5003.2500      1.032709e+15      1.032709e+15      1.000000
     5003.2600      1.032702e+15      1.032702e+15      1.000000
     5003.2700      1.032696e+15      1.032696e+15      1.000000
     5003.2800      1.032689e+15      1.032689e+15      1.000000
     5003.2900      1.032682e+15      1.032682e+15      1.000000
     5003.3000      1.032676e+15      1.032676e+15      1.000000
     5003.3100      1.032669e+15      1.032669e+15      1.000000
     5003.3200      1.032662e+15      1.032662e+15      1.000000
     5003.3300      1.032655e+15      1.032655e+15      1.000000
     5003.3400      1.032649e+15      1.032649e+15      1.000000
     5003.3500      1.032642e+15      1.032642e+15      1.000000
     5003.3600      1.032635e+15      1.032635e+15      1.000000
     5003.3700      1.032629e+15      1.032629e+15      1.000000
     5003.3800      1.032622e+15      1.032622e+15      1.000000
     5003.3900      1.032615e+15      1.032615e+15      1.000000
     5003.4000      1.032609e+15      1.032609e+15      1.000000
     5003.4100      1.032602e+15      1.032602e+15      1.000000
     5003.4200      1.032595e+15      1.032595e+15      1.000000
     5003.4300      1.032589e+15      1.032589e+15      1.000000
     5003.4400      1.032582e+15      1.032582e+15      1.000000
     5003.4500      1.032575e+15      1.032575e+15      1.000000
     5003.4600      1.032568e+15      1.032568e+15      1.000000
     5003.4700      1.032562e+15      1.032562e+15      1.000000
     5003.4800      1.032555e+15      1.032555e+15      1.000000
     5003.4900      1.032548e+15      1.032548e+15      1.000000
     5003.5000      1.032542e+15      1.032542e+15      1.000000
     5003.5100      1.032535e+15      1.032535e+15      1.000000
     5003.5200      1.032528e+15      1.032528e+15      1.000000
     5003.5300      1.032522e+15      1.032522e+15      1.000000
     5003.5400      1.032515e+15      1.032515e+15      1.000000
     5003.5500      1.032508e+15      1.032508e+15      1.000000
     5003.5600      1.032501e+15      1.032501e+15      1.000000
     5003.5700      1.032495e+15      1.032495e+15      1.000000
     5003.5800      1.032488e+15      1.032488e+15      1.000000
     5003.5900      1.032481e+15      1.032481e+15      1.000000
     5003.6000      1.032475e+15      1.032475e+15      1.000000
     5003.6100      1.032468e+15      1.032468e+15      1.000000
     5003.6200      1.032461e+15      1.032461e+15      1.000000
     5003.6300      1.032455e+15      1.032455e+15      1.000000
     5003.6400      1.032448e+15      1.032448e+15      1.000000
     5003.6500      1.032441e+15      1.032441e+15      1.000000
     5003.6600      1.032435e+15      1.032435e+15      1.000000
     5003.6700      1.032428e+15      1.032428e+15      1.000000
     5003.6800      1.032421e+15      1.032421e+15      1.000000
     5003.6900      1.032414e+15      1.032414e+15      1.000000
     5003.7000      1.032408e+15      1.032408e+15      1.000000
     5003.7100      1.032401e+15      1.032401e+15      1.000000
     5003.7200      1.032394e+15      1.032394e+15      1.000000
     5003.7300      1.032388e+15      1.032388e+15      1.000000
     5003.7400      1.032381e+15      1.032381e+15      1.000000
     5003.7500      1.032374e+15      1.032374e+15      1.000000
     5003.7600      1.032368e+15      1.032368e+15      1.000000
     5003.7700      1.032361e+15      1.032361e+15      1.000000
     5003.7800      1.032354e+15      1.032354e+15      1.000000
     5003.7900      1.032348e+15      1.032348e+15      1.000000
     5003.8000      1.032341e+15      1.032341e+15      1.000000
     5003.8100      1.032334e+15      1.032334e+15      1.000000
     5003.8200      1.032327e+15      1.032327e+15      1.000000
     5003.8300      1.032321e+15      1.032321e+15      1.000000
     5003.8400      1.032314e+15      1.032314e+15      1.000000
     5003.8500      1.032307e+15      1.032307e+15      1.000000
     5003.8600      1.032301e+15      1.032301e+15      1.000000
     5003.8700      1.032294e+15      1.032294e+15      1.000000
     5003.8800      1.032287e+15      1.032287e+15      1.000000
     5003.8900      1.032281e+15      1.032281e+15      1.000000
     5003.9000      1.032274e+15      1.032274e+15      1.000000
     5003.9100      1.032267e+15      1.032267e+15      1.000000
     5003.9200      1.032261e+15      1.032261e+15      1.000000
     5003.9300      1.032254e+15      1.032254e+15      1.000000
     5003.9400      1.032247e+15      1.032247e+15      1.000000
     5003.9500      1.032240e+15      1.032240e+15      1.000000
