# Korg.jl Solar Spectrum - Simple Format
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux  Continuum(erg/s/cm²/Å)
 5181.3800      0.961735     1.012996e+15
 5181.3900      0.960244     1.012994e+15
 5181.4000      0.958191     1.012992e+15
 5181.4100      0.955136     1.012990e+15
 5181.4200      0.949937     1.012988e+15
 5181.4300      0.939600     1.012986e+15
 5181.4400      0.915787     1.012984e+15
 5181.4500      0.862134     1.012982e+15
 5181.4600      0.764699     1.012980e+15
 5181.4700      0.640699     1.012978e+15
 5181.4800      0.535860     1.012976e+15
 5181.4900      0.477015     1.012974e+15
 5181.5000      0.464742     1.012972e+15
 5181.5100      0.496734     1.012970e+15
 5181.5200      0.577010     1.012968e+15
 5181.5300      0.694926     1.012966e+15
 5181.5400      0.811928     1.012964e+15
 5181.5500      0.889143     1.012962e+15
 5181.5600      0.926647     1.012961e+15
 5181.5700      0.941943     1.012959e+15
 5181.5800      0.946801     1.012957e+15
 5181.5900      0.945073     1.012955e+15
 5181.6000      0.936723     1.012953e+15
 5181.6100      0.923825     1.012951e+15
 5181.6200      0.912545     1.012949e+15
 5181.6300      0.910108     1.012947e+15
 5181.6400      0.918566     1.012945e+15
 5181.6500      0.933134     1.012943e+15
 5181.6600      0.946507     1.012941e+15
 5181.6700      0.954923     1.012939e+15
 5181.6800      0.958830     1.012937e+15
 5181.6900      0.960288     1.012935e+15
 5181.7000      0.960779     1.012933e+15
 5181.7100      0.960947     1.012931e+15
 5181.7200      0.961006     1.012929e+15
 5181.7300      0.961012     1.012927e+15
 5181.7400      0.960985     1.012925e+15
 5181.7500      0.960933     1.012923e+15
 5181.7600      0.960948     1.012921e+15
 5181.7700      0.960848     1.012919e+15
 5181.7800      0.960638     1.012917e+15
 5181.7900      0.960442     1.012915e+15
 5181.8000      0.960085     1.012913e+15
 5181.8100      0.959278     1.012911e+15
 5181.8200      0.957466     1.012909e+15
 5181.8300      0.954095     1.012907e+15
 5181.8400      0.949385     1.012905e+15
 5181.8500      0.945083     1.012903e+15
 5181.8600      0.943482     1.012901e+15
 5181.8700      0.945481     1.012899e+15
 5181.8800      0.949709     1.012897e+15
 5181.8900      0.953775     1.012895e+15
 5181.9000      0.956269     1.012893e+15
 5181.9100      0.956612     1.012892e+15
 5181.9200      0.954561     1.012890e+15
 5181.9300      0.949354     1.012888e+15
 5181.9400      0.940949     1.012886e+15
 5181.9500      0.931787     1.012884e+15
 5181.9600      0.926272     1.012882e+15
 5181.9700      0.927676     1.012880e+15
 5181.9800      0.935002     1.012878e+15
 5181.9900      0.943967     1.012876e+15
 5182.0000      0.950752     1.012874e+15
 5182.0100      0.954337     1.012872e+15
 5182.0200      0.955671     1.012870e+15
 5182.0300      0.955952     1.012868e+15
 5182.0400      0.955868     1.012866e+15
 5182.0500      0.955681     1.012864e+15
 5182.0600      0.955395     1.012862e+15
 5182.0700      0.955128     1.012860e+15
 5182.0800      0.954777     1.012858e+15
 5182.0900      0.954161     1.012856e+15
 5182.1000      0.952843     1.012854e+15
 5182.1100      0.949990     1.012852e+15
 5182.1200      0.945044     1.012850e+15
 5182.1300      0.938703     1.012848e+15
 5182.1400      0.933448     1.012846e+15
 5182.1500      0.932093     1.012844e+15
 5182.1600      0.935309     1.012842e+15
 5182.1700      0.941021     1.012840e+15
 5182.1800      0.946267     1.012838e+15
 5182.1900      0.949525     1.012836e+15
 5182.2000      0.950924     1.012834e+15
 5182.2100      0.951269     1.012832e+15
 5182.2200      0.951183     1.012830e+15
 5182.2300      0.950957     1.012828e+15
 5182.2400      0.950691     1.012826e+15
 5182.2500      0.950454     1.012824e+15
 5182.2600      0.950156     1.012822e+15
 5182.2700      0.949764     1.012819e+15
 5182.2800      0.949399     1.012817e+15
 5182.2900      0.948917     1.012815e+15
 5182.3000      0.948209     1.012813e+15
 5182.3100      0.946574     1.012811e+15
 5182.3200      0.943626     1.012809e+15
 5182.3300      0.939485     1.012807e+15
 5182.3400      0.935539     1.012805e+15
 5182.3500      0.933850     1.012803e+15
 5182.3600      0.935304     1.012801e+15
 5182.3700      0.938746     1.012799e+15
 5182.3800      0.942099     1.012797e+15
 5182.3900      0.944174     1.012795e+15
 5182.4000      0.944987     1.012793e+15
 5182.4100      0.945076     1.012791e+15
 5182.4200      0.944867     1.012789e+15
 5182.4300      0.944558     1.012787e+15
 5182.4400      0.944282     1.012785e+15
 5182.4500      0.943913     1.012783e+15
 5182.4600      0.943539     1.012781e+15
 5182.4700      0.943142     1.012779e+15
 5182.4800      0.942758     1.012777e+15
 5182.4900      0.942368     1.012775e+15
 5182.5000      0.941972     1.012773e+15
 5182.5100      0.941465     1.012771e+15
 5182.5200      0.941026     1.012769e+15
 5182.5300      0.940555     1.012767e+15
 5182.5400      0.940013     1.012765e+15
 5182.5500      0.939253     1.012763e+15
 5182.5600      0.937767     1.012761e+15
 5182.5700      0.933988     1.012759e+15
 5182.5800      0.924321     1.012757e+15
 5182.5900      0.904995     1.012755e+15
 5182.6000      0.880038     1.012753e+15
 5182.6100      0.865023     1.012751e+15
 5182.6200      0.872125     1.012749e+15
 5182.6300      0.895172     1.012747e+15
 5182.6400      0.917027     1.012745e+15
 5182.6500      0.928827     1.012743e+15
 5182.6600      0.932938     1.012741e+15
 5182.6700      0.933837     1.012739e+15
 5182.6800      0.933764     1.012737e+15
 5182.6900      0.933426     1.012735e+15
 5182.7000      0.933007     1.012733e+15
 5182.7100      0.932553     1.012731e+15
 5182.7200      0.932163     1.012729e+15
 5182.7300      0.931661     1.012727e+15
 5182.7400      0.931151     1.012725e+15
 5182.7500      0.930634     1.012723e+15
 5182.7600      0.930127     1.012721e+15
 5182.7700      0.929595     1.012719e+15
 5182.7800      0.929055     1.012717e+15
 5182.7900      0.928509     1.012715e+15
 5182.8000      0.927957     1.012713e+15
 5182.8100      0.927397     1.012711e+15
 5182.8200      0.926831     1.012709e+15
 5182.8300      0.926258     1.012707e+15
 5182.8400      0.925677     1.012705e+15
 5182.8500      0.925090     1.012703e+15
 5182.8600      0.924495     1.012701e+15
 5182.8700      0.923893     1.012699e+15
 5182.8800      0.923283     1.012697e+15
 5182.8900      0.922666     1.012695e+15
 5182.9000      0.922041     1.012693e+15
 5182.9100      0.921408     1.012691e+15
 5182.9200      0.920766     1.012689e+15
 5182.9300      0.920117     1.012687e+15
 5182.9400      0.919460     1.012685e+15
 5182.9500      0.918794     1.012683e+15
 5182.9600      0.918119     1.012681e+15
 5182.9700      0.917436     1.012679e+15
 5182.9800      0.916744     1.012677e+15
 5182.9900      0.916043     1.012675e+15
 5183.0000      0.915333     1.012673e+15
 5183.0100      0.914614     1.012671e+15
 5183.0200      0.913885     1.012669e+15
 5183.0300      0.913147     1.012667e+15
 5183.0400      0.912398     1.012665e+15
 5183.0500      0.911640     1.012663e+15
 5183.0600      0.910872     1.012661e+15
 5183.0700      0.910094     1.012659e+15
 5183.0800      0.909305     1.012657e+15
 5183.0900      0.908506     1.012655e+15
 5183.1000      0.907696     1.012653e+15
 5183.1100      0.906875     1.012651e+15
 5183.1200      0.906043     1.012649e+15
 5183.1300      0.905199     1.012647e+15
 5183.1400      0.904345     1.012645e+15
 5183.1500      0.903478     1.012643e+15
 5183.1600      0.902599     1.012641e+15
 5183.1700      0.901709     1.012639e+15
 5183.1800      0.900806     1.012637e+15
 5183.1900      0.899890     1.012635e+15
 5183.2000      0.898962     1.012633e+15
 5183.2100      0.898020     1.012631e+15
 5183.2200      0.897066     1.012629e+15
 5183.2300      0.896098     1.012627e+15
 5183.2400      0.895117     1.012625e+15
 5183.2500      0.894121     1.012623e+15
 5183.2600      0.893111     1.012621e+15
 5183.2700      0.892087     1.012619e+15
 5183.2800      0.891049     1.012617e+15
 5183.2900      0.889995     1.012615e+15
 5183.3000      0.888926     1.012613e+15
 5183.3100      0.887842     1.012611e+15
 5183.3200      0.886742     1.012609e+15
 5183.3300      0.885626     1.012607e+15
 5183.3400      0.884493     1.012605e+15
 5183.3500      0.883344     1.012603e+15
 5183.3600      0.882178     1.012601e+15
 5183.3700      0.880995     1.012599e+15
 5183.3800      0.879795     1.012597e+15
 5183.3900      0.878576     1.012595e+15
 5183.4000      0.877339     1.012593e+15
 5183.4100      0.876084     1.012591e+15
 5183.4200      0.874810     1.012589e+15
 5183.4300      0.873517     1.012587e+15
 5183.4400      0.872204     1.012585e+15
 5183.4500      0.870871     1.012583e+15
 5183.4600      0.869518     1.012581e+15
 5183.4700      0.868145     1.012579e+15
 5183.4800      0.866750     1.012577e+15
 5183.4900      0.865334     1.012575e+15
 5183.5000      0.863896     1.012573e+15
 5183.5100      0.862435     1.012571e+15
 5183.5200      0.860953     1.012569e+15
 5183.5300      0.859447     1.012567e+15
 5183.5400      0.857917     1.012565e+15
 5183.5500      0.856364     1.012563e+15
 5183.5600      0.854713     1.012561e+15
 5183.5700      0.853090     1.012559e+15
 5183.5800      0.851429     1.012557e+15
 5183.5900      0.849711     1.012555e+15
 5183.6000      0.847877     1.012553e+15
 5183.6100      0.845764     1.012551e+15
 5183.6200      0.843031     1.012549e+15
 5183.6300      0.839232     1.012547e+15
 5183.6400      0.834291     1.012545e+15
 5183.6500      0.829056     1.012543e+15
 5183.6600      0.825231     1.012541e+15
 5183.6700      0.823989     1.012539e+15
 5183.6800      0.824946     1.012537e+15
 5183.6900      0.826480     1.012535e+15
 5183.7000      0.827182     1.012533e+15
 5183.7100      0.826681     1.012531e+15
 5183.7200      0.825311     1.012529e+15
 5183.7300      0.823495     1.012527e+15
 5183.7400      0.821488     1.012525e+15
 5183.7500      0.819392     1.012523e+15
 5183.7600      0.817241     1.012521e+15
 5183.7700      0.815104     1.012519e+15
 5183.7800      0.812856     1.012517e+15
 5183.7900      0.810567     1.012515e+15
 5183.8000      0.808243     1.012513e+15
 5183.8100      0.805880     1.012511e+15
 5183.8200      0.803477     1.012509e+15
 5183.8300      0.801034     1.012507e+15
 5183.8400      0.798550     1.012505e+15
 5183.8500      0.796025     1.012503e+15
 5183.8600      0.793457     1.012501e+15
 5183.8700      0.790845     1.012499e+15
 5183.8800      0.788190     1.012497e+15
 5183.8900      0.785489     1.012495e+15
 5183.9000      0.782743     1.012493e+15
 5183.9100      0.779951     1.012491e+15
 5183.9200      0.777111     1.012489e+15
 5183.9300      0.774224     1.012487e+15
 5183.9400      0.771271     1.012485e+15
 5183.9500      0.768240     1.012483e+15
 5183.9600      0.765196     1.012481e+15
 5183.9700      0.762091     1.012479e+15
 5183.9800      0.758873     1.012477e+15
 5183.9900      0.755251     1.012475e+15
 5184.0000      0.750207     1.012473e+15
 5184.0100      0.742004     1.012471e+15
 5184.0200      0.730836     1.012469e+15
 5184.0300      0.721593     1.012467e+15
 5184.0400      0.719626     1.012465e+15
 5184.0500      0.723415     1.012463e+15
 5184.0600      0.726864     1.012461e+15
 5184.0700      0.726779     1.012460e+15
 5184.0800      0.724164     1.012458e+15
 5184.0900      0.720562     1.012456e+15
 5184.1000      0.716734     1.012454e+15
 5184.1100      0.712781     1.012452e+15
 5184.1200      0.708667     1.012450e+15
 5184.1300      0.704185     1.012448e+15
 5184.1400      0.698781     1.012446e+15
 5184.1500      0.691340     1.012444e+15
 5184.1600      0.680757     1.012442e+15
 5184.1700      0.667629     1.012440e+15
 5184.1800      0.655260     1.012438e+15
 5184.1900      0.647970     1.012436e+15
 5184.2000      0.647212     1.012434e+15
 5184.2100      0.650245     1.012432e+15
 5184.2200      0.652577     1.012430e+15
 5184.2300      0.652036     1.012428e+15
 5184.2400      0.649438     1.012426e+15
 5184.2500      0.646381     1.012424e+15
 5184.2600      0.643405     1.012422e+15
 5184.2700      0.640145     1.012420e+15
 5184.2800      0.636249     1.012418e+15
 5184.2900      0.631741     1.012416e+15
 5184.3000      0.626864     1.012414e+15
 5184.3100      0.621740     1.012412e+15
 5184.3200      0.616521     1.012410e+15
 5184.3300      0.611212     1.012408e+15
 5184.3400      0.605767     1.012406e+15
 5184.3500      0.600088     1.012404e+15
 5184.3600      0.593912     1.012402e+15
 5184.3700      0.587109     1.012400e+15
 5184.3800      0.579923     1.012398e+15
 5184.3900      0.573107     1.012396e+15
 5184.4000      0.567413     1.012394e+15
 5184.4100      0.562852     1.012392e+15
 5184.4200      0.558734     1.012390e+15
 5184.4300      0.554253     1.012388e+15
 5184.4400      0.549133     1.012386e+15
 5184.4500      0.543440     1.012384e+15
 5184.4600      0.537250     1.012382e+15
 5184.4700      0.530533     1.012380e+15
 5184.4800      0.523397     1.012378e+15
 5184.4900      0.516355     1.012376e+15
 5184.5000      0.510081     1.012374e+15
 5184.5100      0.504823     1.012372e+15
 5184.5200      0.500131     1.012370e+15
 5184.5300      0.495314     1.012368e+15
 5184.5400      0.490041     1.012366e+15
 5184.5500      0.484402     1.012364e+15
 5184.5600      0.478565     1.012362e+15
 5184.5700      0.472628     1.012360e+15
 5184.5800      0.466581     1.012358e+15
 5184.5900      0.460378     1.012356e+15
 5184.6000      0.454041     1.012354e+15
 5184.6100      0.447745     1.012352e+15
 5184.6200      0.441779     1.012350e+15
 5184.6300      0.436289     1.012348e+15
 5184.6400      0.431150     1.012346e+15
 5184.6500      0.426079     1.012344e+15
 5184.6600      0.420886     1.012342e+15
 5184.6700      0.415551     1.012340e+15
 5184.6800      0.410145     1.012338e+15
 5184.6900      0.404737     1.012336e+15
 5184.7000      0.399355     1.012334e+15
 5184.7100      0.394013     1.012332e+15
 5184.7200      0.388713     1.012330e+15
 5184.7300      0.383450     1.012328e+15
 5184.7400      0.378225     1.012326e+15
 5184.7500      0.373030     1.012324e+15
 5184.7600      0.367863     1.012322e+15
 5184.7700      0.362720     1.012320e+15
 5184.7800      0.357599     1.012318e+15
 5184.7900      0.352484     1.012316e+15
 5184.8000      0.347347     1.012314e+15
 5184.8100      0.342033     1.012312e+15
 5184.8200      0.336003     1.012310e+15
 5184.8300      0.328444     1.012308e+15
 5184.8400      0.319682     1.012306e+15
 5184.8500      0.312225     1.012304e+15
 5184.8600      0.308173     1.012302e+15
 5184.8700      0.306331     1.012300e+15
 5184.8800      0.303687     1.012298e+15
 5184.8900      0.299413     1.012296e+15
 5184.9000      0.294043     1.012294e+15
 5184.9100      0.288128     1.012292e+15
 5184.9200      0.281708     1.012290e+15
 5184.9300      0.274250     1.012288e+15
 5184.9400      0.263799     1.012286e+15
 5184.9500      0.245426     1.012284e+15
 5184.9600      0.215197     1.012282e+15
 5184.9700      0.180182     1.012280e+15
 5184.9800      0.150799     1.012278e+15
 5184.9900      0.130847     1.012276e+15
 5185.0000      0.119284     1.012274e+15
 5185.0100      0.113335     1.012272e+15
 5185.0200      0.110476     1.012270e+15
 5185.0300      0.109148     1.012268e+15
 5185.0400      0.108584     1.012266e+15
 5185.0500      0.108473     1.012264e+15
 5185.0600      0.108756     1.012262e+15
 5185.0700      0.109585     1.012260e+15
 5185.0800      0.111426     1.012258e+15
 5185.0900      0.115337     1.012256e+15
 5185.1000      0.123292     1.012254e+15
 5185.1100      0.138085     1.012252e+15
 5185.1200      0.162055     1.012250e+15
 5185.1300      0.194572     1.012248e+15
 5185.1400      0.228677     1.012246e+15
 5185.1500      0.253376     1.012244e+15
 5185.1600      0.267254     1.012242e+15
 5185.1700      0.276194     1.012240e+15
 5185.1800      0.283575     1.012238e+15
 5185.1900      0.290217     1.012236e+15
 5185.2000      0.296250     1.012234e+15
 5185.2100      0.301867     1.012232e+15
 5185.2200      0.307330     1.012230e+15
 5185.2300      0.312655     1.012228e+15
 5185.2400      0.317722     1.012226e+15
 5185.2500      0.322760     1.012224e+15
 5185.2600      0.327932     1.012222e+15
 5185.2700      0.333300     1.012220e+15
 5185.2800      0.338768     1.012218e+15
 5185.2900      0.344179     1.012216e+15
 5185.3000      0.349460     1.012214e+15
 5185.3100      0.354644     1.012211e+15
 5185.3200      0.359784     1.012209e+15
 5185.3300      0.364917     1.012207e+15
 5185.3400      0.370066     1.012205e+15
 5185.3500      0.375240     1.012203e+15
 5185.3600      0.380445     1.012201e+15
 5185.3700      0.385677     1.012199e+15
 5185.3800      0.390947     1.012197e+15
 5185.3900      0.396256     1.012195e+15
 5185.4000      0.401602     1.012193e+15
 5185.4100      0.406989     1.012191e+15
 5185.4200      0.412420     1.012189e+15
 5185.4300      0.417891     1.012187e+15
 5185.4400      0.423403     1.012185e+15
 5185.4500      0.428955     1.012183e+15
 5185.4600      0.434543     1.012181e+15
 5185.4700      0.440164     1.012179e+15
 5185.4800      0.445816     1.012177e+15
 5185.4900      0.451491     1.012175e+15
 5185.5000      0.457186     1.012173e+15
 5185.5100      0.462888     1.012171e+15
 5185.5200      0.468586     1.012169e+15
 5185.5300      0.474258     1.012167e+15
 5185.5400      0.479851     1.012165e+15
 5185.5500      0.485255     1.012163e+15
 5185.5600      0.490211     1.012161e+15
 5185.5700      0.494166     1.012159e+15
 5185.5800      0.496063     1.012157e+15
 5185.5900      0.494719     1.012155e+15
 5185.6000      0.490298     1.012153e+15
 5185.6100      0.485751     1.012151e+15
 5185.6200      0.485480     1.012149e+15
 5185.6300      0.491297     1.012147e+15
 5185.6400      0.498645     1.012145e+15
 5185.6500      0.493058     1.012143e+15
 5185.6600      0.453584     1.012141e+15
 5185.6700      0.383418     1.012139e+15
 5185.6800      0.320616     1.012137e+15
 5185.6900      0.282121     1.012135e+15
 5185.7000      0.262406     1.012133e+15
 5185.7100      0.256590     1.012131e+15
 5185.7200      0.263359     1.012129e+15
 5185.7300      0.284445     1.012127e+15
 5185.7400      0.325896     1.012125e+15
 5185.7500      0.396916     1.012123e+15
 5185.7600      0.485766     1.012121e+15
 5185.7700      0.552230     1.012119e+15
 5185.7800      0.585689     1.012117e+15
 5185.7900      0.602028     1.012115e+15
 5185.8000      0.612390     1.012113e+15
 5185.8100      0.620526     1.012111e+15
 5185.8200      0.627578     1.012109e+15
 5185.8300      0.633949     1.012107e+15
 5185.8400      0.639859     1.012105e+15
 5185.8500      0.645466     1.012103e+15
 5185.8600      0.650704     1.012101e+15
 5185.8700      0.655592     1.012099e+15
 5185.8800      0.660230     1.012097e+15
 5185.8900      0.664546     1.012095e+15
 5185.9000      0.668446     1.012093e+15
 5185.9100      0.671725     1.012091e+15
 5185.9200      0.673787     1.012089e+15
 5185.9300      0.672539     1.012087e+15
 5185.9400      0.661338     1.012085e+15
 5185.9500      0.624993     1.012083e+15
 5185.9600      0.549427     1.012081e+15
 5185.9700      0.453653     1.012079e+15
 5185.9800      0.378862     1.012077e+15
 5185.9900      0.337523     1.012074e+15
 5186.0000      0.321795     1.012072e+15
 5186.0100      0.326576     1.012070e+15
 5186.0200      0.354164     1.012068e+15
 5186.0300      0.414469     1.012066e+15
 5186.0400      0.512671     1.012064e+15
 5186.0500      0.617780     1.012062e+15
 5186.0600      0.686425     1.012060e+15
 5186.0700      0.717962     1.012058e+15
 5186.0800      0.731763     1.012056e+15
 5186.0900      0.739396     1.012054e+15
 5186.1000      0.745029     1.012052e+15
 5186.1100      0.749600     1.012050e+15
 5186.1200      0.753344     1.012048e+15
 5186.1300      0.756120     1.012046e+15
 5186.1400      0.757787     1.012044e+15
 5186.1500      0.758866     1.012042e+15
 5186.1600      0.760514     1.012040e+15
 5186.1700      0.763783     1.012038e+15
 5186.1800      0.768664     1.012036e+15
 5186.1900      0.774120     1.012034e+15
 5186.2000      0.779045     1.012032e+15
 5186.2100      0.783030     1.012030e+15
 5186.2200      0.786294     1.012028e+15
 5186.2300      0.789040     1.012026e+15
 5186.2400      0.791474     1.012024e+15
 5186.2500      0.793536     1.012022e+15
 5186.2600      0.794812     1.012020e+15
 5186.2700      0.794732     1.012018e+15
 5186.2800      0.792747     1.012016e+15
 5186.2900      0.789087     1.012014e+15
 5186.3000      0.784547     1.012012e+15
 5186.3100      0.777904     1.012010e+15
 5186.3200      0.760468     1.012008e+15
 5186.3300      0.717791     1.012006e+15
 5186.3400      0.647510     1.012004e+15
 5186.3500      0.574253     1.012002e+15
 5186.3600      0.526728     1.012000e+15
 5186.3700      0.516882     1.011998e+15
 5186.3800      0.546660     1.011996e+15
 5186.3900      0.613087     1.011994e+15
 5186.4000      0.697917     1.011992e+15
 5186.4100      0.769540     1.011990e+15
 5186.4200      0.810513     1.011987e+15
 5186.4300      0.828007     1.011985e+15
 5186.4400      0.834808     1.011983e+15
 5186.4500      0.838123     1.011981e+15
 5186.4600      0.840478     1.011979e+15
 5186.4700      0.842556     1.011977e+15
 5186.4800      0.844512     1.011975e+15
 5186.4900      0.846389     1.011973e+15
 5186.5000      0.848208     1.011971e+15
 5186.5100      0.849981     1.011969e+15
 5186.5200      0.851710     1.011967e+15
 5186.5300      0.853402     1.011965e+15
 5186.5400      0.855059     1.011963e+15
 5186.5500      0.856684     1.011961e+15
 5186.5600      0.858279     1.011959e+15
 5186.5700      0.859845     1.011957e+15
 5186.5800      0.861384     1.011955e+15
 5186.5900      0.862896     1.011953e+15
 5186.6000      0.864383     1.011951e+15
 5186.6100      0.865845     1.011949e+15
 5186.6200      0.867283     1.011947e+15
 5186.6300      0.868698     1.011945e+15
 5186.6400      0.870144     1.011943e+15
 5186.6500      0.871555     1.011941e+15
 5186.6600      0.872900     1.011939e+15
 5186.6700      0.874224     1.011937e+15
 5186.6800      0.875613     1.011935e+15
 5186.6900      0.876891     1.011933e+15
 5186.7000      0.878150     1.011931e+15
 5186.7100      0.879391     1.011929e+15
 5186.7200      0.880613     1.011927e+15
 5186.7300      0.881816     1.011925e+15
 5186.7400      0.883002     1.011923e+15
 5186.7500      0.884170     1.011921e+15
 5186.7600      0.885321     1.011919e+15
 5186.7700      0.886455     1.011917e+15
 5186.7800      0.887572     1.011915e+15
 5186.7900      0.888672     1.011913e+15
 5186.8000      0.889757     1.011911e+15
 5186.8100      0.890825     1.011909e+15
 5186.8200      0.891878     1.011907e+15
 5186.8300      0.892915     1.011905e+15
 5186.8400      0.893937     1.011902e+15
 5186.8500      0.894944     1.011900e+15
 5186.8600      0.895844     1.011898e+15
 5186.8700      0.896815     1.011896e+15
 5186.8800      0.897771     1.011894e+15
 5186.8900      0.898819     1.011892e+15
 5186.9000      0.899743     1.011890e+15
 5186.9100      0.900651     1.011888e+15
 5186.9200      0.901544     1.011886e+15
 5186.9300      0.902422     1.011884e+15
 5186.9400      0.903285     1.011882e+15
 5186.9500      0.904131     1.011880e+15
 5186.9600      0.904936     1.011878e+15
 5186.9700      0.905750     1.011876e+15
 5186.9800      0.906546     1.011874e+15
 5186.9900      0.907323     1.011872e+15
 5187.0000      0.908081     1.011870e+15
 5187.0100      0.908817     1.011868e+15
 5187.0200      0.909528     1.011866e+15
 5187.0300      0.910211     1.011864e+15
 5187.0400      0.910860     1.011862e+15
 5187.0500      0.911470     1.011860e+15
 5187.0600      0.912025     1.011858e+15
 5187.0700      0.912553     1.011856e+15
 5187.0800      0.912864     1.011854e+15
 5187.0900      0.912709     1.011852e+15
 5187.1000      0.910625     1.011850e+15
 5187.1100      0.900999     1.011848e+15
 5187.1200      0.868583     1.011846e+15
 5187.1300      0.791459     1.011844e+15
 5187.1400      0.672178     1.011842e+15
 5187.1500      0.557249     1.011840e+15
 5187.1600      0.487237     1.011838e+15
 5187.1700      0.468354     1.011836e+15
 5187.1800      0.498280     1.011834e+15
 5187.1900      0.580009     1.011832e+15
 5187.2000      0.701276     1.011830e+15
 5187.2100      0.815103     1.011828e+15
 5187.2200      0.881895     1.011826e+15
 5187.2300      0.907835     1.011824e+15
 5187.2400      0.914867     1.011821e+15
 5187.2500      0.915476     1.011819e+15
 5187.2600      0.912910     1.011817e+15
 5187.2700      0.903813     1.011815e+15
 5187.2800      0.872846     1.011813e+15
 5187.2900      0.785464     1.011811e+15
 5187.3000      0.623501     1.011809e+15
 5187.3100      0.456729     1.011807e+15
 5187.3200      0.353819     1.011805e+15
 5187.3300      0.302982     1.011803e+15
 5187.3400      0.281297     1.011801e+15
 5187.3500      0.279153     1.011799e+15
 5187.3600      0.295686     1.011797e+15
 5187.3700      0.338031     1.011795e+15
 5187.3800      0.426049     1.011793e+15
 5187.3900      0.581294     1.011791e+15
 5187.4000      0.756093     1.011789e+15
 5187.4100      0.864778     1.011787e+15
 5187.4200      0.907441     1.011785e+15
 5187.4300      0.921329     1.011783e+15
 5187.4400      0.926567     1.011781e+15
 5187.4500      0.929409     1.011779e+15
 5187.4600      0.931381     1.011777e+15
 5187.4700      0.932905     1.011775e+15
 5187.4800      0.934228     1.011773e+15
 5187.4900      0.935405     1.011771e+15
 5187.5000      0.936352     1.011769e+15
 5187.5100      0.937194     1.011767e+15
 5187.5200      0.937960     1.011765e+15
 5187.5300      0.938667     1.011763e+15
 5187.5400      0.939325     1.011761e+15
 5187.5500      0.939945     1.011759e+15
 5187.5600      0.940532     1.011757e+15
 5187.5700      0.941007     1.011755e+15
 5187.5800      0.941534     1.011753e+15
 5187.5900      0.942040     1.011751e+15
 5187.6000      0.942525     1.011749e+15
 5187.6100      0.942993     1.011747e+15
 5187.6200      0.943443     1.011745e+15
 5187.6300      0.943760     1.011742e+15
 5187.6400      0.944168     1.011740e+15
 5187.6500      0.944556     1.011738e+15
 5187.6600      0.944914     1.011736e+15
 5187.6700      0.945242     1.011734e+15
 5187.6800      0.945507     1.011732e+15
 5187.6900      0.945615     1.011730e+15
 5187.7000      0.945177     1.011728e+15
 5187.7100      0.942943     1.011726e+15
 5187.7200      0.935739     1.011724e+15
 5187.7300      0.918315     1.011722e+15
 5187.7400      0.886968     1.011720e+15
 5187.7500      0.846694     1.011718e+15
 5187.7600      0.812498     1.011716e+15
 5187.7700      0.800171     1.011714e+15
 5187.7800      0.815636     1.011712e+15
 5187.7900      0.851815     1.011710e+15
 5187.8000      0.892418     1.011708e+15
 5187.8100      0.923141     1.011706e+15
 5187.8200      0.940013     1.011704e+15
 5187.8300      0.947179     1.011702e+15
 5187.8400      0.949774     1.011700e+15
 5187.8500      0.950736     1.011698e+15
 5187.8600      0.951191     1.011696e+15
 5187.8700      0.951473     1.011694e+15
 5187.8800      0.951660     1.011692e+15
 5187.8900      0.951746     1.011690e+15
 5187.9000      0.951691     1.011688e+15
 5187.9100      0.951396     1.011686e+15
 5187.9200      0.950516     1.011684e+15
 5187.9300      0.947649     1.011682e+15
 5187.9400      0.938014     1.011680e+15
 5187.9500      0.909505     1.011678e+15
 5187.9600      0.845323     1.011676e+15
 5187.9700      0.746088     1.011674e+15
 5187.9800      0.646254     1.011672e+15
 5187.9900      0.583549     1.011670e+15
 5188.0000      0.572080     1.011668e+15
 5188.0100      0.612938     1.011666e+15
 5188.0200      0.700184     1.011664e+15
 5188.0300      0.805680     1.011662e+15
 5188.0400      0.888331     1.011660e+15
 5188.0500      0.931494     1.011658e+15
 5188.0600      0.948075     1.011656e+15
 5188.0700      0.953592     1.011655e+15
 5188.0800      0.955627     1.011653e+15
 5188.0900      0.956687     1.011651e+15
 5188.1000      0.957415     1.011649e+15
 5188.1100      0.957982     1.011647e+15
 5188.1200      0.958455     1.011645e+15
 5188.1300      0.958871     1.011644e+15
 5188.1400      0.959247     1.011642e+15
 5188.1500      0.959591     1.011640e+15
 5188.1600      0.959911     1.011638e+15
 5188.1700      0.960213     1.011636e+15
 5188.1800      0.960500     1.011634e+15
 5188.1900      0.960775     1.011633e+15
 5188.2000      0.961041     1.011631e+15
 5188.2100      0.961298     1.011629e+15
 5188.2200      0.961548     1.011627e+15
 5188.2300      0.961792     1.011625e+15
 5188.2400      0.962031     1.011623e+15
 5188.2500      0.962264     1.011622e+15
 5188.2600      0.962493     1.011620e+15
 5188.2700      0.962718     1.011618e+15
 5188.2800      0.962939     1.011616e+15
 5188.2900      0.963156     1.011614e+15
 5188.3000      0.963370     1.011612e+15
 5188.3100      0.963581     1.011611e+15
 5188.3200      0.963790     1.011609e+15
