# Korg.jl Solar Spectrum - Simple Format
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux  Continuum(erg/s/cm²/Å)
 5122.7300      0.994298     1.021754e+15
 5122.7400      0.990164     1.021750e+15
 5122.7500      0.985639     1.021746e+15
 5122.7600      0.984260     1.021741e+15
 5122.7700      0.986561     1.021737e+15
 5122.7800      0.988764     1.021733e+15
 5122.7900      0.985969     1.021728e+15
 5122.8000      0.974800     1.021724e+15
 5122.8100      0.952957     1.021719e+15
 5122.8200      0.920015     1.021715e+15
 5122.8300      0.880798     1.021711e+15
 5122.8400      0.845114     1.021706e+15
 5122.8500      0.823508     1.021702e+15
 5122.8600      0.822405     1.021697e+15
 5122.8700      0.841764     1.021693e+15
 5122.8800      0.874875     1.021689e+15
 5122.8900      0.910576     1.021684e+15
 5122.9000      0.937010     1.021680e+15
 5122.9100      0.945913     1.021676e+15
 5122.9200      0.931798     1.021671e+15
 5122.9300      0.888562     1.021667e+15
 5122.9400      0.808421     1.021662e+15
 5122.9500      0.695083     1.021658e+15
 5122.9600      0.580212     1.021654e+15
 5122.9700      0.500640     1.021649e+15
 5122.9800      0.468347     1.021645e+15
 5122.9900      0.480747     1.021641e+15
 5123.0000      0.534143     1.021636e+15
 5123.0100      0.597339     1.021632e+15
 5123.0200      0.580095     1.021627e+15
 5123.0300      0.465228     1.021623e+15
 5123.0400      0.364020     1.021618e+15
 5123.0500      0.312313     1.021614e+15
 5123.0600      0.291057     1.021609e+15
 5123.0700      0.289247     1.021604e+15
 5123.0800      0.305614     1.021600e+15
 5123.0900      0.347083     1.021595e+15
 5123.1000      0.429758     1.021591e+15
 5123.1100      0.555969     1.021586e+15
 5123.1200      0.678666     1.021582e+15
 5123.1300      0.765424     1.021577e+15
 5123.1400      0.828359     1.021573e+15
 5123.1500      0.879485     1.021568e+15
 5123.1600      0.920170     1.021564e+15
 5123.1700      0.948308     1.021559e+15
 5123.1800      0.965384     1.021555e+15
 5123.1900      0.974881     1.021550e+15
 5123.2000      0.980222     1.021546e+15
 5123.2100      0.983603     1.021541e+15
 5123.2200      0.985845     1.021537e+15
 5123.2300      0.987566     1.021532e+15
 5123.2400      0.988965     1.021527e+15
 5123.2500      0.990124     1.021523e+15
 5123.2600      0.990963     1.021518e+15
 5123.2700      0.991798     1.021514e+15
 5123.2800      0.992516     1.021509e+15
 5123.2900      0.993137     1.021505e+15
 5123.3000      0.993615     1.021500e+15
 5123.3100      0.994064     1.021496e+15
 5123.3200      0.994416     1.021491e+15
 5123.3300      0.994666     1.021487e+15
 5123.3400      0.994120     1.021482e+15
 5123.3500      0.991707     1.021478e+15
 5123.3600      0.985899     1.021473e+15
 5123.3700      0.975937     1.021469e+15
 5123.3800      0.964513     1.021464e+15
 5123.3900      0.957540     1.021460e+15
 5123.4000      0.959483     1.021455e+15
 5123.4100      0.969123     1.021450e+15
 5123.4200      0.980875     1.021446e+15
 5123.4300      0.989652     1.021441e+15
 5123.4400      0.994202     1.021437e+15
 5123.4500      0.995754     1.021432e+15
 5123.4600      0.995424     1.021428e+15
 5123.4700      0.992810     1.021423e+15
 5123.4800      0.985381     1.021419e+15
 5123.4900      0.967938     1.021414e+15
 5123.5000      0.932837     1.021410e+15
 5123.5100      0.874559     1.021405e+15
 5123.5200      0.800936     1.021401e+15
 5123.5300      0.736328     1.021396e+15
 5123.5400      0.706961     1.021392e+15
 5123.5500      0.725521     1.021387e+15
 5123.5600      0.787523     1.021383e+15
 5123.5700      0.869066     1.021378e+15
 5123.5800      0.937250     1.021374e+15
 5123.5900      0.975874     1.021369e+15
 5123.6000      0.991459     1.021364e+15
 5123.6100      0.996265     1.021360e+15
 5123.6200      0.997546     1.021355e+15
 5123.6300      0.997981     1.021351e+15
 5123.6400      0.998146     1.021346e+15
 5123.6500      0.998253     1.021342e+15
 5123.6600      0.998332     1.021337e+15
 5123.6700      0.998396     1.021333e+15
 5123.6800      0.998450     1.021328e+15
 5123.6900      0.998496     1.021324e+15
 5123.7000      0.998535     1.021319e+15
 5123.7100      0.998569     1.021315e+15
 5123.7200      0.998600     1.021310e+15
 5123.7300      0.998627     1.021306e+15
 5123.7400      0.998652     1.021301e+15
 5123.7500      0.998747     1.021297e+15
 5123.7600      0.998761     1.021292e+15
 5123.7700      0.998773     1.021287e+15
 5123.7800      0.998785     1.021283e+15
 5123.7900      0.998778     1.021278e+15
 5123.8000      0.998787     1.021274e+15
 5123.8100      0.998796     1.021269e+15
 5123.8200      0.998804     1.021265e+15
 5123.8300      0.998811     1.021260e+15
 5123.8400      0.998818     1.021256e+15
 5123.8500      0.998824     1.021251e+15
 5123.8600      0.998830     1.021247e+15
 5123.8700      0.998834     1.021242e+15
 5123.8800      0.998839     1.021238e+15
 5123.8900      0.998842     1.021233e+15
 5123.9000      0.998845     1.021229e+15
 5123.9100      0.998848     1.021224e+15
 5123.9200      0.998850     1.021220e+15
 5123.9300      0.998851     1.021215e+15
 5123.9400      0.998852     1.021211e+15
 5123.9500      0.998852     1.021206e+15
 5123.9600      0.998852     1.021201e+15
 5123.9700      0.998852     1.021197e+15
 5123.9800      0.998851     1.021192e+15
 5123.9900      0.998849     1.021188e+15
 5124.0000      0.998847     1.021183e+15
 5124.0100      0.998737     1.021179e+15
 5124.0200      0.998721     1.021175e+15
 5124.0300      0.998701     1.021170e+15
 5124.0400      0.998678     1.021166e+15
 5124.0500      0.998649     1.021162e+15
 5124.0600      0.998613     1.021158e+15
 5124.0700      0.998567     1.021153e+15
 5124.0800      0.998407     1.021149e+15
 5124.0900      0.998303     1.021145e+15
 5124.1000      0.998148     1.021140e+15
 5124.1100      0.997843     1.021136e+15
 5124.1200      0.997061     1.021132e+15
 5124.1300      0.994431     1.021127e+15
 5124.1400      0.985737     1.021123e+15
 5124.1500      0.961860     1.021119e+15
 5124.1600      0.912275     1.021115e+15
 5124.1700      0.839295     1.021110e+15
 5124.1800      0.765265     1.021106e+15
 5124.1900      0.716003     1.021102e+15
 5124.2000      0.700996     1.021097e+15
 5124.2100      0.713000     1.021093e+15
 5124.2200      0.735969     1.021089e+15
 5124.2300      0.756977     1.021084e+15
 5124.2400      0.774331     1.021080e+15
 5124.2500      0.793528     1.021076e+15
 5124.2600      0.818296     1.021072e+15
 5124.2700      0.845977     1.021067e+15
 5124.2800      0.868176     1.021063e+15
 5124.2900      0.876409     1.021059e+15
 5124.3000      0.869835     1.021054e+15
 5124.3100      0.857249     1.021050e+15
 5124.3200      0.850892     1.021046e+15
 5124.3300      0.858674     1.021041e+15
 5124.3400      0.881303     1.021037e+15
 5124.3500      0.912828     1.021033e+15
 5124.3600      0.944148     1.021029e+15
 5124.3700      0.966700     1.021024e+15
 5124.3800      0.971427     1.021020e+15
 5124.3900      0.943962     1.021016e+15
 5124.4000      0.880113     1.021011e+15
 5124.4100      0.814952     1.021007e+15
 5124.4200      0.798284     1.021003e+15
 5124.4300      0.843402     1.020999e+15
 5124.4400      0.916447     1.020994e+15
 5124.4500      0.969558     1.020990e+15
 5124.4600      0.990975     1.020986e+15
 5124.4700      0.996249     1.020981e+15
 5124.4800      0.997149     1.020977e+15
 5124.4900      0.997251     1.020973e+15
 5124.5000      0.997207     1.020968e+15
 5124.5100      0.997100     1.020964e+15
 5124.5200      0.996811     1.020960e+15
 5124.5300      0.996572     1.020956e+15
 5124.5400      0.996248     1.020951e+15
 5124.5500      0.995781     1.020947e+15
 5124.5600      0.995174     1.020943e+15
 5124.5700      0.993597     1.020938e+15
 5124.5800      0.988168     1.020934e+15
 5124.5900      0.965984     1.020930e+15
 5124.6000      0.893937     1.020925e+15
 5124.6100      0.747694     1.020921e+15
 5124.6200      0.584428     1.020917e+15
 5124.6300      0.483909     1.020913e+15
 5124.6400      0.460702     1.020908e+15
 5124.6500      0.509452     1.020904e+15
 5124.6600      0.629710     1.020900e+15
 5124.6700      0.773150     1.020895e+15
 5124.6800      0.852747     1.020891e+15
 5124.6900      0.862337     1.020887e+15
 5124.7000      0.853593     1.020882e+15
 5124.7100      0.859915     1.020878e+15
 5124.7200      0.887526     1.020874e+15
 5124.7300      0.925918     1.020870e+15
 5124.7400      0.959356     1.020865e+15
 5124.7500      0.979905     1.020861e+15
 5124.7600      0.989287     1.020857e+15
 5124.7700      0.992648     1.020852e+15
 5124.7800      0.993666     1.020848e+15
 5124.7900      0.993886     1.020844e+15
 5124.8000      0.993778     1.020840e+15
 5124.8100      0.993328     1.020835e+15
 5124.8200      0.991710     1.020831e+15
 5124.8300      0.985927     1.020827e+15
 5124.8400      0.967711     1.020822e+15
 5124.8500      0.923504     1.020818e+15
 5124.8600      0.847357     1.020814e+15
 5124.8700      0.759326     1.020809e+15
 5124.8800      0.695649     1.020805e+15
 5124.8900      0.680756     1.020801e+15
 5124.9000      0.719314     1.020797e+15
 5124.9100      0.797709     1.020792e+15
 5124.9200      0.883354     1.020788e+15
 5124.9300      0.944242     1.020784e+15
 5124.9400      0.973490     1.020779e+15
 5124.9500      0.983218     1.020775e+15
 5124.9600      0.985066     1.020771e+15
 5124.9700      0.984468     1.020766e+15
 5124.9800      0.983059     1.020762e+15
 5124.9900      0.981166     1.020758e+15
 5125.0000      0.978772     1.020754e+15
 5125.0100      0.975745     1.020749e+15
 5125.0200      0.971829     1.020745e+15
 5125.0300      0.966879     1.020741e+15
 5125.0400      0.960279     1.020736e+15
 5125.0500      0.950873     1.020732e+15
 5125.0600      0.935750     1.020728e+15
 5125.0700      0.902688     1.020724e+15
 5125.0800      0.800569     1.020719e+15
 5125.0900      0.550063     1.020715e+15
 5125.1000      0.314341     1.020711e+15
 5125.1100      0.229426     1.020706e+15
 5125.1200      0.189330     1.020702e+15
 5125.1300      0.166499     1.020698e+15
 5125.1400      0.155412     1.020693e+15
 5125.1500      0.153396     1.020689e+15
 5125.1600      0.159904     1.020685e+15
 5125.1700      0.176575     1.020681e+15
 5125.1800      0.206907     1.020676e+15
 5125.1900      0.259109     1.020672e+15
 5125.2000      0.373256     1.020668e+15
 5125.2100      0.549978     1.020663e+15
 5125.2200      0.684862     1.020659e+15
 5125.2300      0.785789     1.020655e+15
 5125.2400      0.857631     1.020651e+15
 5125.2500      0.891823     1.020646e+15
 5125.2600      0.893148     1.020642e+15
 5125.2700      0.873180     1.020638e+15
 5125.2800      0.846086     1.020633e+15
 5125.2900      0.825653     1.020629e+15
 5125.3000      0.821510     1.020625e+15
 5125.3100      0.836741     1.020620e+15
 5125.3200      0.867482     1.020616e+15
 5125.3300      0.904828     1.020612e+15
 5125.3400      0.938853     1.020608e+15
 5125.3500      0.963397     1.020603e+15
 5125.3600      0.977808     1.020599e+15
 5125.3700      0.984725     1.020595e+15
 5125.3800      0.987116     1.020590e+15
 5125.3900      0.986185     1.020586e+15
 5125.4000      0.980952     1.020582e+15
 5125.4100      0.968252     1.020578e+15
 5125.4200      0.943754     1.020573e+15
 5125.4300      0.904535     1.020569e+15
 5125.4400      0.853091     1.020565e+15
 5125.4500      0.799942     1.020560e+15
 5125.4600      0.759894     1.020556e+15
 5125.4700      0.745367     1.020552e+15
 5125.4800      0.760219     1.020548e+15
 5125.4900      0.799519     1.020543e+15
 5125.5000      0.851212     1.020539e+15
 5125.5100      0.901856     1.020535e+15
 5125.5200      0.942163     1.020530e+15
 5125.5300      0.968839     1.020526e+15
 5125.5400      0.983468     1.020522e+15
 5125.5500      0.990093     1.020517e+15
 5125.5600      0.992638     1.020513e+15
 5125.5700      0.993547     1.020509e+15
 5125.5800      0.993907     1.020505e+15
 5125.5900      0.994096     1.020500e+15
 5125.6000      0.994217     1.020496e+15
 5125.6100      0.994304     1.020492e+15
 5125.6200      0.994367     1.020487e+15
 5125.6300      0.994411     1.020483e+15
 5125.6400      0.994474     1.020479e+15
 5125.6500      0.994485     1.020475e+15
 5125.6600      0.994485     1.020470e+15
 5125.6700      0.994475     1.020466e+15
 5125.6800      0.994457     1.020462e+15
 5125.6900      0.994430     1.020457e+15
 5125.7000      0.994444     1.020453e+15
 5125.7100      0.994389     1.020449e+15
 5125.7200      0.994329     1.020445e+15
 5125.7300      0.994262     1.020440e+15
 5125.7400      0.994189     1.020436e+15
 5125.7500      0.994109     1.020432e+15
 5125.7600      0.994023     1.020427e+15
 5125.7700      0.993930     1.020423e+15
 5125.7800      0.993831     1.020419e+15
 5125.7900      0.993724     1.020415e+15
 5125.8000      0.993610     1.020410e+15
 5125.8100      0.993489     1.020406e+15
 5125.8200      0.993360     1.020402e+15
 5125.8300      0.993222     1.020397e+15
 5125.8400      0.993077     1.020393e+15
 5125.8500      0.992888     1.020389e+15
 5125.8600      0.992616     1.020384e+15
 5125.8700      0.992428     1.020380e+15
 5125.8800      0.992228     1.020376e+15
 5125.8900      0.992013     1.020372e+15
 5125.9000      0.991781     1.020367e+15
 5125.9100      0.991531     1.020363e+15
 5125.9200      0.991260     1.020359e+15
 5125.9300      0.990963     1.020354e+15
 5125.9400      0.990632     1.020350e+15
 5125.9500      0.990255     1.020346e+15
 5125.9600      0.989794     1.020342e+15
 5125.9700      0.989101     1.020337e+15
 5125.9800      0.987470     1.020333e+15
 5125.9900      0.982235     1.020329e+15
 5126.0000      0.966055     1.020324e+15
 5126.0100      0.926678     1.020320e+15
 5126.0200      0.859043     1.020315e+15
 5126.0300      0.781249     1.020310e+15
 5126.0400      0.726602     1.020305e+15
 5126.0500      0.717656     1.020300e+15
 5126.0600      0.757429     1.020295e+15
 5126.0700      0.829642     1.020291e+15
 5126.0800      0.901829     1.020286e+15
 5126.0900      0.947672     1.020281e+15
 5126.1000      0.964431     1.020276e+15
 5126.1100      0.960940     1.020271e+15
 5126.1200      0.942722     1.020266e+15
 5126.1300      0.914297     1.020261e+15
 5126.1400      0.884255     1.020257e+15
 5126.1500      0.866788     1.020252e+15
 5126.1600      0.870162     1.020247e+15
 5126.1700      0.892108     1.020242e+15
 5126.1800      0.920510     1.020237e+15
 5126.1900      0.941773     1.020232e+15
 5126.2000      0.949240     1.020228e+15
 5126.2100      0.943867     1.020223e+15
 5126.2200      0.931857     1.020218e+15
 5126.2300      0.921870     1.020213e+15
 5126.2400      0.919787     1.020208e+15
 5126.2500      0.925070     1.020203e+15
 5126.2600      0.931583     1.020199e+15
 5126.2700      0.934569     1.020194e+15
 5126.2800      0.934089     1.020189e+15
 5126.2900      0.932835     1.020184e+15
 5126.3000      0.932682     1.020179e+15
 5126.3100      0.933531     1.020174e+15
 5126.3200      0.934069     1.020170e+15
 5126.3300      0.933017     1.020165e+15
 5126.3400      0.929960     1.020160e+15
 5126.3500      0.924808     1.020155e+15
 5126.3600      0.917454     1.020150e+15
 5126.3700      0.906396     1.020145e+15
 5126.3800      0.888817     1.020141e+15
 5126.3900      0.863114     1.020136e+15
 5126.4000      0.834346     1.020131e+15
 5126.4100      0.812337     1.020126e+15
 5126.4200      0.801052     1.020121e+15
 5126.4300      0.792935     1.020116e+15
 5126.4400      0.776015     1.020111e+15
 5126.4500      0.744521     1.020107e+15
 5126.4600      0.696850     1.020102e+15
 5126.4700      0.627187     1.020097e+15
 5126.4800      0.519113     1.020092e+15
 5126.4900      0.390306     1.020087e+15
 5126.5000      0.296871     1.020082e+15
 5126.5100      0.244002     1.020078e+15
 5126.5200      0.212322     1.020073e+15
 5126.5300      0.193502     1.020068e+15
 5126.5400      0.184767     1.020063e+15
 5126.5500      0.185002     1.020058e+15
 5126.5600      0.194235     1.020053e+15
 5126.5700      0.213644     1.020049e+15
 5126.5800      0.246138     1.020044e+15
 5126.5900      0.300252     1.020039e+15
 5126.6000      0.391361     1.020034e+15
 5126.6100      0.485690     1.020029e+15
 5126.6200      0.491404     1.020024e+15
 5126.6300      0.422649     1.020020e+15
 5126.6400      0.357455     1.020015e+15
 5126.6500      0.321777     1.020010e+15
 5126.6600      0.310112     1.020005e+15
 5126.6700      0.318871     1.020000e+15
 5126.6800      0.353271     1.019995e+15
 5126.6900      0.430457     1.019991e+15
 5126.7000      0.561342     1.019986e+15
 5126.7100      0.694413     1.019981e+15
 5126.7200      0.764732     1.019976e+15
 5126.7300      0.782780     1.019971e+15
 5126.7400      0.786266     1.019966e+15
 5126.7500      0.796778     1.019962e+15
 5126.7600      0.820063     1.019957e+15
 5126.7700      0.852826     1.019952e+15
 5126.7800      0.887245     1.019947e+15
 5126.7900      0.916146     1.019942e+15
 5126.8000      0.936283     1.019937e+15
 5126.8100      0.948484     1.019933e+15
 5126.8200      0.955550     1.019928e+15
 5126.8300      0.959716     1.019923e+15
 5126.8400      0.962571     1.019918e+15
 5126.8500      0.964808     1.019913e+15
 5126.8600      0.966628     1.019908e+15
 5126.8700      0.968248     1.019904e+15
 5126.8800      0.969647     1.019899e+15
 5126.8900      0.970702     1.019894e+15
 5126.9000      0.971631     1.019889e+15
 5126.9100      0.972288     1.019884e+15
 5126.9200      0.972589     1.019879e+15
 5126.9300      0.972304     1.019874e+15
 5126.9400      0.971105     1.019870e+15
 5126.9500      0.967994     1.019865e+15
 5126.9600      0.960992     1.019860e+15
 5126.9700      0.946912     1.019855e+15
 5126.9800      0.921977     1.019850e+15
 5126.9900      0.884476     1.019845e+15
 5127.0000      0.839070     1.019841e+15
 5127.0100      0.794998     1.019836e+15
 5127.0200      0.764720     1.019831e+15
 5127.0300      0.755831     1.019825e+15
 5127.0400      0.770617     1.019820e+15
 5127.0500      0.805640     1.019815e+15
 5127.0600      0.851632     1.019810e+15
 5127.0700      0.895755     1.019805e+15
 5127.0800      0.928697     1.019800e+15
 5127.0900      0.942389     1.019795e+15
 5127.1000      0.930339     1.019790e+15
 5127.1100      0.887766     1.019785e+15
 5127.1200      0.824988     1.019780e+15
 5127.1300      0.769890     1.019775e+15
 5127.1400      0.749662     1.019770e+15
 5127.1500      0.773813     1.019765e+15
 5127.1600      0.832506     1.019759e+15
 5127.1700      0.898978     1.019754e+15
 5127.1800      0.947676     1.019749e+15
 5127.1900      0.972087     1.019744e+15
 5127.2000      0.980038     1.019739e+15
 5127.2100      0.977367     1.019734e+15
 5127.2200      0.960915     1.019729e+15
 5127.2300      0.921887     1.019724e+15
 5127.2400      0.859787     1.019719e+15
 5127.2500      0.794489     1.019714e+15
 5127.2600      0.755004     1.019709e+15
 5127.2700      0.758248     1.019704e+15
 5127.2800      0.802998     1.019699e+15
 5127.2900      0.869956     1.019693e+15
 5127.3000      0.929948     1.019688e+15
 5127.3100      0.965630     1.019683e+15
 5127.3200      0.979425     1.019678e+15
 5127.3300      0.980108     1.019673e+15
 5127.3400      0.971311     1.019668e+15
 5127.3500      0.952412     1.019663e+15
 5127.3600      0.922745     1.019658e+15
 5127.3700      0.886057     1.019653e+15
 5127.3800      0.851233     1.019648e+15
 5127.3900      0.828594     1.019643e+15
 5127.4000      0.825249     1.019638e+15
 5127.4100      0.841833     1.019633e+15
 5127.4200      0.872937     1.019628e+15
 5127.4300      0.908656     1.019622e+15
 5127.4400      0.938680     1.019617e+15
 5127.4500      0.956494     1.019612e+15
 5127.4600      0.959793     1.019607e+15
 5127.4700      0.948554     1.019602e+15
 5127.4800      0.923518     1.019597e+15
 5127.4900      0.888352     1.019592e+15
 5127.5000      0.850605     1.019587e+15
 5127.5100      0.818834     1.019582e+15
 5127.5200      0.797794     1.019577e+15
 5127.5300      0.785155     1.019572e+15
 5127.5400      0.773751     1.019567e+15
 5127.5500      0.755377     1.019562e+15
 5127.5600      0.712298     1.019557e+15
 5127.5700      0.610499     1.019551e+15
 5127.5800      0.461672     1.019546e+15
 5127.5900      0.350628     1.019541e+15
 5127.6000      0.295009     1.019536e+15
 5127.6100      0.269108     1.019531e+15
 5127.6200      0.260490     1.019526e+15
 5127.6300      0.265951     1.019521e+15
 5127.6400      0.287282     1.019516e+15
 5127.6500      0.333486     1.019511e+15
 5127.6600      0.426770     1.019506e+15
 5127.6700      0.569518     1.019501e+15
 5127.6800      0.693173     1.019496e+15
 5127.6900      0.766482     1.019491e+15
 5127.7000      0.817158     1.019486e+15
 5127.7100      0.863017     1.019480e+15
 5127.7200      0.903787     1.019475e+15
 5127.7300      0.935043     1.019470e+15
 5127.7400      0.955459     1.019465e+15
 5127.7500      0.967265     1.019460e+15
 5127.7600      0.973800     1.019455e+15
 5127.7700      0.977521     1.019450e+15
 5127.7800      0.979906     1.019445e+15
 5127.7900      0.981641     1.019440e+15
 5127.8000      0.982905     1.019435e+15
 5127.8100      0.983992     1.019430e+15
 5127.8200      0.984872     1.019425e+15
 5127.8300      0.985580     1.019420e+15
 5127.8400      0.986126     1.019415e+15
 5127.8500      0.986565     1.019409e+15
 5127.8600      0.986414     1.019404e+15
 5127.8700      0.984772     1.019399e+15
 5127.8800      0.978950     1.019394e+15
 5127.8900      0.964370     1.019389e+15
 5127.9000      0.937912     1.019384e+15
 5127.9100      0.904422     1.019379e+15
 5127.9200      0.877818     1.019374e+15
 5127.9300      0.871764     1.019369e+15
 5127.9400      0.889477     1.019364e+15
 5127.9500      0.921503     1.019359e+15
 5127.9600      0.952351     1.019354e+15
 5127.9700      0.972353     1.019349e+15
 5127.9800      0.981511     1.019344e+15
 5127.9900      0.984444     1.019338e+15
 5128.0000      0.984858     1.019333e+15
 5128.0100      0.984439     1.019328e+15
 5128.0200      0.983719     1.019323e+15
 5128.0300      0.982815     1.019318e+15
 5128.0400      0.981734     1.019313e+15
 5128.0500      0.980449     1.019308e+15
 5128.0600      0.979023     1.019303e+15
 5128.0700      0.977217     1.019298e+15
 5128.0800      0.975071     1.019293e+15
 5128.0900      0.972502     1.019288e+15
 5128.1000      0.969396     1.019283e+15
 5128.1100      0.965597     1.019278e+15
 5128.1200      0.960878     1.019273e+15
 5128.1300      0.954912     1.019268e+15
 5128.1400      0.947082     1.019263e+15
 5128.1500      0.936558     1.019257e+15
 5128.1600      0.921026     1.019252e+15
 5128.1700      0.894874     1.019247e+15
 5128.1800      0.846523     1.019242e+15
 5128.1900      0.758339     1.019237e+15
 5128.2000      0.622247     1.019232e+15
 5128.2100      0.474113     1.019227e+15
 5128.2200      0.367718     1.019222e+15
 5128.2300      0.309435     1.019217e+15
 5128.2400      0.279455     1.019212e+15
 5128.2500      0.265831     1.019207e+15
 5128.2600      0.264982     1.019202e+15
 5128.2700      0.277656     1.019197e+15
 5128.2800      0.309791     1.019192e+15
 5128.2900      0.379450     1.019187e+15
 5128.3000      0.515288     1.019182e+15
 5128.3100      0.686684     1.019177e+15
 5128.3200      0.810978     1.019171e+15
 5128.3300      0.874890     1.019166e+15
 5128.3400      0.907283     1.019161e+15
 5128.3500      0.926663     1.019156e+15
 5128.3600      0.939563     1.019151e+15
 5128.3700      0.948984     1.019146e+15
 5128.3800      0.956166     1.019141e+15
 5128.3900      0.961802     1.019136e+15
 5128.4000      0.966318     1.019131e+15
 5128.4100      0.969950     1.019126e+15
 5128.4200      0.972926     1.019121e+15
 5128.4300      0.975387     1.019116e+15
 5128.4400      0.977439     1.019111e+15
 5128.4500      0.979159     1.019106e+15
 5128.4600      0.980610     1.019101e+15
 5128.4700      0.981828     1.019096e+15
 5128.4800      0.982852     1.019090e+15
 5128.4900      0.983709     1.019085e+15
 5128.5000      0.984492     1.019080e+15
 5128.5100      0.985066     1.019075e+15
 5128.5200      0.985521     1.019070e+15
 5128.5300      0.985864     1.019065e+15
 5128.5400      0.986100     1.019060e+15
 5128.5500      0.986305     1.019055e+15
 5128.5600      0.986324     1.019050e+15
 5128.5700      0.986231     1.019045e+15
 5128.5800      0.986019     1.019040e+15
 5128.5900      0.985673     1.019035e+15
 5128.6000      0.985175     1.019030e+15
 5128.6100      0.984500     1.019025e+15
 5128.6200      0.983576     1.019020e+15
 5128.6300      0.982310     1.019015e+15
 5128.6400      0.980390     1.019010e+15
 5128.6500      0.976972     1.019005e+15
 5128.6600      0.970424     1.018999e+15
 5128.6700      0.957969     1.018994e+15
 5128.6800      0.935641     1.018989e+15
 5128.6900      0.900190     1.018984e+15
 5128.7000      0.851440     1.018979e+15
 5128.7100      0.789535     1.018974e+15
 5128.7200      0.696859     1.018969e+15
 5128.7300      0.527498     1.018964e+15
 5128.7400      0.334888     1.018959e+15
 5128.7500      0.243309     1.018954e+15
 5128.7600      0.200606     1.018949e+15
 5128.7700      0.176255     1.018944e+15
 5128.7800      0.164268     1.018939e+15
 5128.7900      0.162089     1.018934e+15
 5128.8000      0.169224     1.018929e+15
 5128.8100      0.187341     1.018924e+15
 5128.8200      0.220537     1.018919e+15
 5128.8300      0.284352     1.018913e+15
 5128.8400      0.450788     1.018908e+15
 5128.8500      0.668134     1.018903e+15
 5128.8600      0.776520     1.018898e+15
 5128.8700      0.826122     1.018893e+15
 5128.8800      0.867069     1.018888e+15
 5128.8900      0.906171     1.018883e+15
 5128.9000      0.938335     1.018878e+15
 5128.9100      0.960432     1.018873e+15
 5128.9200      0.973484     1.018868e+15
 5128.9300      0.980530     1.018863e+15
 5128.9400      0.984166     1.018858e+15
 5128.9500      0.986312     1.018853e+15
 5128.9600      0.987778     1.018848e+15
 5128.9700      0.988909     1.018843e+15
 5128.9800      0.989837     1.018838e+15
 5128.9900      0.990611     1.018833e+15
 5129.0000      0.991265     1.018828e+15
 5129.0100      0.991809     1.018823e+15
 5129.0200      0.992239     1.018818e+15
 5129.0300      0.992476     1.018813e+15
 5129.0400      0.992027     1.018808e+15
 5129.0500      0.988693     1.018803e+15
 5129.0600      0.975505     1.018798e+15
 5129.0700      0.938674     1.018793e+15
 5129.0800      0.867709     1.018788e+15
 5129.0900      0.777768     1.018783e+15
 5129.1000      0.707510     1.018778e+15
 5129.1100      0.687633     1.018774e+15
 5129.1200      0.725767     1.018769e+15
 5129.1300      0.806986     1.018764e+15
 5129.1400      0.894898     1.018759e+15
 5129.1500      0.955407     1.018754e+15
 5129.1600      0.983507     1.018749e+15
 5129.1700      0.992796     1.018744e+15
 5129.1800      0.995219     1.018739e+15
 5129.1900      0.995814     1.018734e+15
 5129.2000      0.995996     1.018729e+15
 5129.2100      0.996022     1.018725e+15
 5129.2200      0.995776     1.018720e+15
 5129.2300      0.994670     1.018715e+15
 5129.2400      0.991047     1.018710e+15
 5129.2500      0.981785     1.018705e+15
 5129.2600      0.963927     1.018700e+15
 5129.2700      0.939243     1.018695e+15
 5129.2800      0.916386     1.018690e+15
 5129.2900      0.906251     1.018685e+15
 5129.3000      0.913968     1.018680e+15
 5129.3100      0.935483     1.018675e+15
 5129.3200      0.960525     1.018671e+15
 5129.3300      0.979459     1.018666e+15
 5129.3400      0.989602     1.018661e+15
 5129.3500      0.993515     1.018656e+15
 5129.3600      0.994364     1.018651e+15
 5129.3700      0.993756     1.018646e+15
 5129.3800      0.992187     1.018641e+15
 5129.3900      0.988861     1.018636e+15
 5129.4000      0.982138     1.018631e+15
 5129.4100      0.969573     1.018626e+15
 5129.4200      0.948867     1.018622e+15
 5129.4300      0.920498     1.018617e+15
 5129.4400      0.888511     1.018612e+15
 5129.4500      0.860131     1.018607e+15
 5129.4600      0.841296     1.018602e+15
 5129.4700      0.831092     1.018597e+15
 5129.4800      0.822193     1.018592e+15
 5129.4900      0.806767     1.018587e+15
 5129.5000      0.786432     1.018582e+15
 5129.5100      0.774940     1.018577e+15
 5129.5200      0.786968     1.018573e+15
 5129.5300      0.826300     1.018568e+15
 5129.5400      0.881173     1.018563e+15
 5129.5500      0.928451     1.018558e+15
 5129.5600      0.950703     1.018553e+15
 5129.5700      0.945231     1.018548e+15
 5129.5800      0.919677     1.018543e+15
 5129.5900      0.885144     1.018538e+15
 5129.6000      0.853916     1.018533e+15
 5129.6100      0.836656     1.018528e+15
 5129.6200      0.839188     1.018524e+15
 5129.6300      0.860841     1.018519e+15
 5129.6400      0.894709     1.018514e+15
 5129.6500      0.930148     1.018509e+15
 5129.6600      0.956766     1.018504e+15
 5129.6700      0.968378     1.018499e+15
