# Korg.jl Solar Spectrum
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux
 5156.5600      0.303024
 5156.5700      0.308787
 5156.5800      0.338638
 5156.5900      0.409797
 5156.6000      0.548802
 5156.6100      0.726778
 5156.6200      0.857380
 5156.6300      0.920636
 5156.6400      0.947712
 5156.6500      0.961151
 5156.6600      0.969015
 5156.6700      0.974223
 5156.6800      0.977936
 5156.6900      0.980711
 5156.7000      0.982876
 5156.7100      0.984652
 5156.7200      0.985962
 5156.7300      0.987011
 5156.7400      0.987856
 5156.7500      0.988540
 5156.7600      0.989094
 5156.7700      0.989540
 5156.7800      0.989896
 5156.7900      0.990108
 5156.8000      0.990320
 5156.8100      0.990473
 5156.8200      0.990568
 5156.8300      0.990604
 5156.8400      0.990535
 5156.8500      0.990202
 5156.8600      0.989079
 5156.8700      0.985765
 5156.8800      0.977252
 5156.8900      0.958612
 5156.9000      0.924551
 5156.9100      0.873643
 5156.9200      0.812453
 5156.9300      0.754262
 5156.9400      0.712698
 5156.9500      0.696144
 5156.9600      0.707570
 5156.9700      0.744752
 5156.9800      0.799875
 5156.9900      0.859818
 5157.0000      0.910465
 5157.0100      0.942981
 5157.0200      0.955617
 5157.0300      0.950100
 5157.0400      0.928537
 5157.0500      0.894297
 5157.0600      0.854502
 5157.0700      0.819339
 5157.0800      0.798225
 5157.0900      0.795516
 5157.1000      0.808759
 5157.1100      0.828910
 5157.1200      0.841284
 5157.1300      0.826703
 5157.1400      0.754219
 5157.1500      0.602960
 5157.1600      0.434920
 5157.1700      0.332151
 5157.1800      0.282854
 5157.1900      0.259714
 5157.2000      0.252594
 5157.2100      0.259158
 5157.2200      0.281540
 5157.2300      0.329430
 5157.2400      0.429666
 5157.2500      0.598189
 5157.2600      0.760088
 5157.2700      0.853392
 5157.2800      0.898270
 5157.2900      0.922734
 5157.3000      0.937639
 5157.3100      0.947128
 5157.3200      0.952398
 5157.3300      0.954312
 5157.3400      0.954470
 5157.3500      0.955248
 5157.3600      0.958392
 5157.3700      0.963192
 5157.3800      0.966871
 5157.3900      0.966494
 5157.4000      0.959607
 5157.4100      0.944110
 5157.4200      0.919032
 5157.4300      0.887298
 5157.4400      0.855237
 5157.4500      0.832084
 5157.4600      0.823872
 5157.4700      0.832227
 5157.4800      0.855070
 5157.4900      0.887788
 5157.5000      0.922564
 5157.5100      0.951585
 5157.5200      0.970137
 5157.5300      0.980222
 5157.5400      0.985292
 5157.5500      0.987963
 5157.5600      0.989504
 5157.5700      0.990571
 5157.5800      0.991291
 5157.5900      0.991849
 5157.6000      0.992295
 5157.6100      0.992659
 5157.6200      0.992960
 5157.6300      0.993212
 5157.6400      0.993418
 5157.6500      0.993583
 5157.6600      0.993706
 5157.6700      0.993786
 5157.6800      0.993819
 5157.6900      0.993788
 5157.7000      0.993661
 5157.7100      0.993361
 5157.7200      0.992638
 5157.7300      0.990480
 5157.7400      0.983580
 5157.7500      0.963772
 5157.7600      0.919498
 5157.7700      0.849296
 5157.7800      0.774973
 5157.7900      0.728596
 5157.8000      0.728629
 5157.8100      0.775088
 5157.8200      0.849534
 5157.8300      0.919897
 5157.8400      0.964346
 5157.8500      0.984306
 5157.8600      0.991313
 5157.8700      0.993411
 5157.8800      0.993521
 5157.8900      0.991617
 5157.9000      0.985758
 5157.9100      0.972518
 5157.9200      0.948335
 5157.9300      0.912576
 5157.9400      0.869812
 5157.9500      0.829009
 5157.9600      0.798417
 5157.9700      0.781029
 5157.9800      0.774323
 5157.9900      0.773620
 5158.0000      0.776765
 5158.0100      0.785881
 5158.0200      0.804610
 5158.0300      0.834083
 5158.0400      0.870974
 5158.0500      0.907529
 5158.0600      0.933491
 5158.0700      0.940033
 5158.0800      0.924716
 5158.0900      0.893342
 5158.1000      0.858318
 5158.1100      0.832708
 5158.1200      0.825305
 5158.1300      0.837689
 5158.1400      0.863280
 5158.1500      0.890484
 5158.1600      0.913249
 5158.1700      0.935569
 5158.1800      0.959983
 5158.1900      0.980395
 5158.2000      0.991638
 5158.2100      0.995704
 5158.2200      0.996734
 5158.2300      0.996947
 5158.2400      0.996999
 5158.2500      0.997055
 5158.2600      0.997062
 5158.2700      0.996989
 5158.2800      0.996995
 5158.2900      0.997000
 5158.3000      0.997005
 5158.3100      0.997010
 5158.3200      0.997015
 5158.3300      0.997019
 5158.3400      0.997023
 5158.3500      0.997027
 5158.3600      0.997030
 5158.3700      0.997034
 5158.3800      0.997037
 5158.3900      0.997075
 5158.4000      0.997077
 5158.4100      0.997079
 5158.4200      0.997081
 5158.4300      0.997082
 5158.4400      0.997083
 5158.4500      0.997084
 5158.4600      0.997085
 5158.4700      0.997086
 5158.4800      0.997087
 5158.4900      0.997087
 5158.5000      0.997087
 5158.5100      0.997087
 5158.5200      0.997087
 5158.5300      0.997087
 5158.5400      0.997087
 5158.5500      0.997087
 5158.5600      0.997086
 5158.5700      0.997086
 5158.5800      0.997085
 5158.5900      0.997084
 5158.6000      0.997083
 5158.6100      0.997082
 5158.6200      0.997081
 5158.6300      0.997079
 5158.6400      0.997078
 5158.6500      0.997077
 5158.6600      0.997075
 5158.6700      0.997073
 5158.6800      0.997071
 5158.6900      0.997069
 5158.7000      0.997067
 5158.7100      0.997065
 5158.7200      0.997063
 5158.7300      0.997061
 5158.7400      0.997058
 5158.7500      0.997056
 5158.7600      0.997053
 5158.7700      0.996928
 5158.7800      0.996919
 5158.7900      0.996908
 5158.8000      0.996864
 5158.8100      0.996827
 5158.8200      0.996708
 5158.8300      0.996218
 5158.8400      0.994598
 5158.8500      0.991060
 5158.8600      0.986597
 5158.8700      0.984525
 5158.8800      0.986794
 5158.8900      0.991241
 5158.9000      0.994621
 5158.9100      0.995970
 5158.9200      0.996354
 5158.9300      0.996373
 5158.9400      0.996205
 5158.9500      0.995671
 5158.9600      0.993909
 5158.9700      0.988944
 5158.9800      0.976845
 5158.9900      0.951994
 5159.0000      0.909891
 5159.0100      0.852188
 5159.0200      0.789178
 5159.0300      0.735845
 5159.0400      0.704400
 5159.0500      0.700914
 5159.0600      0.725702
 5159.0700      0.773075
 5159.0800      0.829366
 5159.0900      0.871601
 5159.1000      0.870980
 5159.1100      0.809574
 5159.1200      0.707277
 5159.1300      0.613210
 5159.1400      0.560538
 5159.1500      0.555089
 5159.1600      0.591578
 5159.1700      0.656583
 5159.1800      0.725467
 5159.1900      0.780950
 5159.2000      0.825931
 5159.2100      0.869121
 5159.2200      0.911003
 5159.2300      0.946101
 5159.2400      0.970409
 5159.2500      0.984134
 5159.2600      0.990623
 5159.2700      0.993225
 5159.2800      0.994112
 5159.2900      0.994328
 5159.3000      0.994275
 5159.3100      0.994064
 5159.3200      0.993665
 5159.3300      0.992981
 5159.3400      0.991688
 5159.3500      0.988570
 5159.3600      0.979684
 5159.3700      0.955063
 5159.3800      0.899888
 5159.3900      0.810907
 5159.4000      0.715145
 5159.4100      0.650469
 5159.4200      0.636912
 5159.4300      0.676516
 5159.4400      0.758426
 5159.4500      0.851810
 5159.4600      0.923521
 5159.4700      0.963289
 5159.4800      0.981397
 5159.4900      0.989035
 5159.5000      0.992218
 5159.5100      0.993633
 5159.5200      0.994350
 5159.5300      0.994894
 5159.5400      0.995193
 5159.5500      0.995403
 5159.5600      0.995563
 5159.5700      0.995686
 5159.5800      0.995782
 5159.5900      0.995857
 5159.6000      0.995917
 5159.6100      0.995965
 5159.6200      0.996002
 5159.6300      0.996032
 5159.6400      0.996054
 5159.6500      0.996071
 5159.6600      0.996083
 5159.6700      0.996091
 5159.6800      0.996095
 5159.6900      0.996096
 5159.7000      0.996095
 5159.7100      0.996090
 5159.7200      0.996084
 5159.7300      0.996075
 5159.7400      0.996064
 5159.7500      0.996051
 5159.7600      0.996037
 5159.7700      0.995917
 5159.7800      0.995875
 5159.7900      0.995818
 5159.8000      0.995735
 5159.8100      0.995577
 5159.8200      0.995276
 5159.8300      0.994000
 5159.8400      0.990504
 5159.8500      0.982772
 5159.8600      0.969853
 5159.8700      0.953751
 5159.8800      0.938258
 5159.8900      0.923735
 5159.9000      0.904980
 5159.9100      0.877220
 5159.9200      0.843587
 5159.9300      0.813494
 5159.9400      0.794503
 5159.9500      0.787247
 5159.9600      0.786736
 5159.9700      0.787901
 5159.9800      0.790893
 5159.9900      0.800940
 5160.0000      0.823163
 5160.0100      0.857286
 5160.0200      0.896642
 5160.0300      0.930526
 5160.0400      0.949196
 5160.0500      0.947565
 5160.0600      0.926473
 5160.0700      0.892641
 5160.0800      0.857134
 5160.0900      0.831626
 5160.1000      0.823886
 5160.1100      0.835244
 5160.1200      0.860499
 5160.1300      0.890334
 5160.1400      0.916612
 5160.1500      0.936603
 5160.1600      0.951663
 5160.1700      0.963542
 5160.1800      0.971337
 5160.1900      0.971589
 5160.2000      0.961105
 5160.2100      0.941325
 5160.2200      0.921319
 5160.2300      0.912624
 5160.2400      0.919206
 5160.2500      0.932753
 5160.2600      0.939292
 5160.2700      0.933107
 5160.2800      0.922319
 5160.2900      0.919643
 5160.3000      0.929964
 5160.3100      0.947913
 5160.3200      0.964051
 5160.3300      0.973385
 5160.3400      0.976472
 5160.3500      0.975852
 5160.3600      0.973375
 5160.3700      0.969687
 5160.3800      0.964789
 5160.3900      0.958152
 5160.4000      0.948827
 5160.4100      0.934399
 5160.4200      0.910316
 5160.4300      0.862737
 5160.4400      0.766282
 5160.4500      0.610993
 5160.4600      0.454243
 5160.4700      0.357685
 5160.4800      0.311956
 5160.4900      0.294384
 5160.5000      0.295819
 5160.5100      0.316966
 5160.5200      0.368969
 5160.5300      0.476079
 5160.5400      0.638202
 5160.5500      0.786031
 5160.5600      0.872790
 5160.5700      0.915249
 5160.5800      0.937746
 5160.5900      0.950604
 5160.6000      0.959365
 5160.6100      0.965449
 5160.6200      0.969379
 5160.6300      0.971108
 5160.6400      0.970503
 5160.6500      0.968510
 5160.6600      0.967287
 5160.6700      0.968944
 5160.6800      0.973460
 5160.6900      0.978882
 5160.7000      0.983058
 5160.7100      0.984847
 5160.7200      0.983718
 5160.7300      0.979277
 5160.7400      0.972151
 5160.7500      0.965178
 5160.7600      0.962289
 5160.7700      0.965571
 5160.7800      0.973145
 5160.7900      0.980768
 5160.8000      0.984804
 5160.8100      0.982928
 5160.8200      0.972588
 5160.8300      0.950125
 5160.8400      0.912816
 5160.8500      0.862676
 5160.8600      0.807987
 5160.8700      0.760137
 5160.8800      0.728590
 5160.8900      0.718713
 5160.9000      0.731920
 5160.9100      0.766219
 5160.9200      0.815680
 5160.9300      0.870398
 5160.9400      0.919092
 5160.9500      0.953936
 5160.9600      0.972608
 5160.9700      0.976157
 5160.9800      0.965414
 5160.9900      0.940497
 5161.0000      0.904070
 5161.0100      0.864277
 5161.0200      0.832867
 5161.0300      0.819600
 5161.0400      0.828253
 5161.0500      0.855798
 5161.0600      0.893733
 5161.0700      0.931393
 5161.0800      0.960708
 5161.0900      0.979105
 5161.1000      0.988598
 5161.1100      0.992741
 5161.1200      0.994235
 5161.1300      0.994711
 5161.1400      0.994851
 5161.1500      0.994897
 5161.1600      0.994921
 5161.1700      0.994881
 5161.1800      0.994875
 5161.1900      0.994713
 5161.2000      0.994541
 5161.2100      0.993900
 5161.2200      0.991843
 5161.2300      0.986678
 5161.2400      0.977078
 5161.2500      0.964622
 5161.2600      0.954816
 5161.2700      0.953461
 5161.2800      0.961381
 5161.2900      0.973646
 5161.3000      0.984097
 5161.3100      0.990017
 5161.3200      0.991993
 5161.3300      0.991129
 5161.3400      0.986934
 5161.3500      0.977156
 5161.3600      0.959991
 5161.3700      0.938272
 5161.3800      0.920719
 5161.3900      0.916785
 5161.4000      0.928623
 5161.4100      0.949756
 5161.4200      0.969835
 5161.4300      0.983195
 5161.4400      0.989854
 5161.4500      0.992603
 5161.4600      0.993666
 5161.4700      0.994113
 5161.4800      0.994348
 5161.4900      0.994488
 5161.5000      0.994582
 5161.5100      0.994647
 5161.5200      0.994690
 5161.5300      0.994711
 5161.5400      0.994664
 5161.5500      0.994393
 5161.5600      0.993408
 5161.5700      0.990484
 5161.5800      0.983190
 5161.5900      0.968102
 5161.6000      0.942016
 5161.6100      0.905868
 5161.6200      0.866266
 5161.6300      0.833461
 5161.6400      0.816022
 5161.6500      0.816330
 5161.6600      0.828776
 5161.6700      0.841586
 5161.6800      0.843866
 5161.6900      0.834373
 5161.7000      0.822539
 5161.7100      0.820458
 5161.7200      0.834941
 5161.7300      0.864744
 5161.7400      0.901666
 5161.7500      0.934241
 5161.7600      0.952645
 5161.7700      0.951838
 5161.7800      0.932266
 5161.7900      0.899791
 5161.8000      0.864737
 5161.8100      0.838734
 5161.8200      0.830362
 5161.8300      0.842375
 5161.8400      0.871102
 5161.8500      0.907764
 5161.8600      0.942189
 5161.8700      0.967576
 5161.8800      0.982677
 5161.8900      0.990060
 5161.9000      0.993072
 5161.9100      0.994105
 5161.9200      0.994398
 5161.9300      0.994460
 5161.9400      0.994459
 5161.9500      0.994446
 5161.9600      0.994428
 5161.9700      0.994409
 5161.9800      0.994390
 5161.9900      0.994371
 5162.0000      0.994351
 5162.0100      0.994331
 5162.0200      0.994311
 5162.0300      0.994290
 5162.0400      0.994269
 5162.0500      0.994248
 5162.0600      0.994226
 5162.0700      0.994204
 5162.0800      0.994182
 5162.0900      0.994160
 5162.1000      0.994137
 5162.1100      0.994113
 5162.1200      0.994090
 5162.1300      0.994066
 5162.1400      0.994041
 5162.1500      0.993925
 5162.1600      0.993882
 5162.1700      0.993831
 5162.1800      0.993769
 5162.1900      0.993679
 5162.2000      0.993506
 5162.2100      0.993021
 5162.2200      0.991501
 5162.2300      0.987198
 5162.2400      0.977394
 5162.2500      0.960684
 5162.2600      0.940364
 5162.2700      0.924692
 5162.2800      0.921384
 5162.2900      0.931601
 5162.3000      0.948932
 5162.3100      0.964065
 5162.3200      0.972288
 5162.3300      0.975537
 5162.3400      0.978082
 5162.3500      0.981865
 5162.3600      0.986096
 5162.3700      0.988949
 5162.3800      0.989000
 5162.3900      0.984625
 5162.4000      0.972973
 5162.4100      0.950257
 5162.4200      0.914307
 5162.4300      0.867503
 5162.4400      0.817739
 5162.4500      0.774653
 5162.4600      0.745744
 5162.4700      0.734853
 5162.4800      0.743011
 5162.4900      0.769244
 5162.5000      0.810120
 5162.5100      0.858802
 5162.5200      0.906068
 5162.5300      0.943423
 5162.5400      0.966635
 5162.5500      0.975133
 5162.5600      0.967926
 5162.5700      0.940499
 5162.5800      0.888691
 5162.5900      0.819647
 5162.6000      0.754780
 5162.6100      0.716516
 5162.6200      0.715681
 5162.6300      0.751164
 5162.6400      0.811023
 5162.6500      0.875410
 5162.6600      0.926802
 5162.6700      0.958632
 5162.6800      0.972746
 5162.6900      0.972459
 5162.7000      0.960199
 5162.7100      0.940648
 5162.7200      0.923137
 5162.7300      0.917858
 5162.7400      0.927948
 5162.7500      0.947752
 5162.7600      0.967172
 5162.7700      0.980148
 5162.7800      0.986504
 5162.7900      0.988972
 5162.8000      0.989797
 5162.8100      0.990061
 5162.8200      0.990143
 5162.8300      0.990149
 5162.8400      0.990118
 5162.8500      0.990062
 5162.8600      0.989991
 5162.8700      0.989907
 5162.8800      0.989851
 5162.8900      0.989744
 5162.9000      0.989629
 5162.9100      0.989507
 5162.9200      0.989379
 5162.9300      0.989244
 5162.9400      0.989102
 5162.9500      0.989024
 5162.9600      0.988863
 5162.9700      0.988696
 5162.9800      0.988523
 5162.9900      0.988337
 5163.0000      0.988129
 5163.0100      0.987842
 5163.0200      0.987184
 5163.0300      0.985772
 5163.0400      0.982154
 5163.0500      0.973758
 5163.0600      0.957086
 5163.0700      0.929734
 5163.0800      0.893339
 5163.0900      0.854896
 5163.1000      0.823693
 5163.1100      0.805490
 5163.1200      0.798548
 5163.1300      0.795599
 5163.1400      0.791427
 5163.1500      0.785515
 5163.1600      0.775888
 5163.1700      0.758677
 5163.1800      0.736269
 5163.1900      0.719885
 5163.2000      0.723721
 5163.2100      0.755513
 5163.2200      0.809191
 5163.2300      0.862245
 5163.2400      0.889266
 5163.2500      0.883420
 5163.2600      0.858542
 5163.2700      0.833671
 5163.2800      0.822189
 5163.2900      0.829391
 5163.3000      0.853266
 5163.3100      0.886245
 5163.3200      0.918632
 5163.3300      0.943195
 5163.3400      0.957877
 5163.3500      0.964651
 5163.3600      0.966688
 5163.3700      0.966428
 5163.3800      0.965195
 5163.3900      0.963545
 5163.4000      0.961734
 5163.4100      0.959637
 5163.4200      0.957327
 5163.4300      0.954782
 5163.4400      0.951969
 5163.4500      0.948851
 5163.4600      0.945383
 5163.4700      0.941518
 5163.4800      0.937176
 5163.4900      0.932287
 5163.5000      0.926759
 5163.5100      0.920479
 5163.5200      0.913307
 5163.5300      0.905074
 5163.5400      0.895567
 5163.5500      0.884523
 5163.5600      0.871611
 5163.5700      0.856400
 5163.5800      0.838093
 5163.5900      0.816605
 5163.6000      0.790758
 5163.6100      0.758845
 5163.6200      0.718713
 5163.6300      0.665052
 5163.6400      0.589409
 5163.6500      0.480832
 5163.6600      0.366496
 5163.6700      0.288766
 5163.6800      0.243991
 5163.6900      0.217374
 5163.7000      0.202773
 5163.7100      0.198096
 5163.7200      0.202749
 5163.7300      0.217272
 5163.7400      0.243535
 5163.7500      0.286471
 5163.7600      0.354853
 5163.7700      0.440735
 5163.7800      0.508684
 5163.7900      0.550018
 5163.8000      0.580853
 5163.8100      0.612309
 5163.8200      0.651654
 5163.8300      0.700385
 5163.8400      0.753993
 5163.8500      0.804112
 5163.8600      0.843372
 5163.8700      0.870011
 5163.8800      0.885228
 5163.8900      0.890077
 5163.9000      0.884169
 5163.9100      0.867316
 5163.9200      0.842548
 5163.9300      0.817225
 5163.9400      0.800549
 5163.9500      0.799421
 5163.9600      0.815682
 5163.9700      0.845439
 5163.9800      0.880541
 5163.9900      0.912267
 5164.0000      0.935410
 5164.0100      0.949595
 5164.0200      0.957326
 5164.0300      0.961468
 5164.0400      0.963949
 5164.0500      0.965742
 5164.0600      0.967240
 5164.0700      0.968582
 5164.0800      0.969805
 5164.0900      0.970934
 5164.1000      0.971978
 5164.1100      0.972945
 5164.1200      0.973843
 5164.1300      0.974678
 5164.1400      0.975455
 5164.1500      0.976183
 5164.1600      0.976859
 5164.1700      0.977491
 5164.1800      0.978082
 5164.1900      0.978624
 5164.2000      0.979103
 5164.2100      0.979420
 5164.2200      0.979265
 5164.2300      0.977794
 5164.2400      0.973192
 5164.2500      0.962477
 5164.2600      0.942449
 5164.2700      0.912281
 5164.2800      0.876117
 5164.2900      0.842670
 5164.3000      0.820931
 5164.3100      0.815274
 5164.3200      0.822805
 5164.3300      0.834113
 5164.3400      0.838694
 5164.3500      0.833144
 5164.3600      0.824118
 5164.3700      0.822425
 5164.3800      0.835199
 5164.3900      0.862266
 5164.4000      0.896764
 5164.4100      0.928581
 5164.4200      0.948922
 5164.4300      0.953014
 5164.4400      0.940179
 5164.4500      0.913658
 5164.4600      0.880829
 5164.4700      0.851972
 5164.4800      0.836578
 5164.4900      0.839748
 5164.5000      0.860561
 5164.5100      0.892494
 5164.5200      0.926081
 5164.5300      0.953349
 5164.5400      0.971065
 5164.5500      0.980497
 5164.5600      0.984697
 5164.5700      0.986302
 5164.5800      0.986855
 5164.5900      0.987051
 5164.6000      0.987142
 5164.6100      0.987208
 5164.6200      0.987262
 5164.6300      0.987313
 5164.6400      0.987361
 5164.6500      0.987407
 5164.6600      0.987449
 5164.6700      0.987490
 5164.6800      0.987527
 5164.6900      0.987563
 5164.7000      0.987596
 5164.7100      0.987627
 5164.7200      0.987643
 5164.7300      0.987623
 5164.7400      0.987454
 5164.7500      0.986791
 5164.7600      0.984714
 5164.7700      0.979297
 5164.7800      0.967438
 5164.7900      0.945870
 5164.8000      0.913671
 5164.8100      0.874572
 5164.8200      0.836153
 5164.8300      0.805784
 5164.8400      0.786949
 5164.8500      0.778953
 5164.8600      0.779648
 5164.8700      0.788518
 5164.8800      0.807088
 5164.8900      0.836261
 5164.9000      0.873325
 5164.9100      0.911657
 5164.9200      0.943821
 5164.9300      0.965496
 5164.9400      0.976442
 5164.9500      0.978135
 5164.9600      0.970928
 5164.9700      0.954144
 5164.9800      0.927471
 5164.9900      0.894656
 5165.0000      0.863563
 5165.0100      0.842862
 5165.0200      0.837218
 5165.0300      0.845544
 5165.0400      0.864605
 5165.0500      0.892891
 5165.0600      0.926731
 5165.0700      0.956722
 5165.0800      0.975341
 5165.0900      0.983579
 5165.1000      0.986370
 5165.1100      0.987162
 5165.1200      0.987351
 5165.1300      0.987392
 5165.1400      0.987291
 5165.1500      0.986918
 5165.1600      0.985745
 5165.1700      0.982479
 5165.1800      0.974715
 5165.1900      0.959259
 5165.2000      0.933931
 5165.2100      0.900501
 5165.2200      0.865851
 5165.2300      0.839387
 5165.2400      0.828367
 5165.2500      0.833739
 5165.2600      0.849042
 5165.2700      0.862439
 5165.2800      0.864081
 5165.2900      0.853314
 5165.3000      0.839445
 5165.3100      0.834141
 5165.3200      0.844190
 5165.3300      0.868950
 5165.3400      0.901457
 5165.3500      0.931876
 5165.3600      0.951690
 5165.3700      0.956434
 5165.3800      0.944870
 5165.3900      0.919121
 5165.4000      0.885541
 5165.4100      0.854276
 5165.4200      0.835737
 5165.4300      0.835957
 5165.4400      0.854722
 5165.4500      0.885689
 5165.4600      0.919481
 5165.4700      0.947607
 5165.4800      0.966026
 5165.4900      0.974710
 5165.5000      0.974301
 5165.5100      0.962998
 5165.5200      0.937832
 5165.5300      0.901745
 5165.5400      0.867802
 5165.5500      0.852523
 5165.5600      0.862739
 5165.5700      0.890073
 5165.5800      0.914778
 5165.5900      0.919847
 5165.6000      0.902298
 5165.6100      0.871651
 5165.6200      0.840732
 5165.6300      0.818469
 5165.6400      0.807334
 5165.6500      0.803691
 5165.6600      0.801618
 5165.6700      0.797987
 5165.6800      0.794653
 5165.6900      0.795909
 5165.7000      0.804771
 5165.7100      0.821724
 5165.7200      0.845484
 5165.7300      0.873612
 5165.7400      0.902150
 5165.7500      0.925484
 5165.7600      0.937147
 5165.7700      0.933085
 5165.7800      0.913965
 5165.7900      0.886271
 5165.8000      0.860247
 5165.8100      0.845589
 5165.8200      0.847574
 5165.8300      0.865307
 5165.8400      0.891885
 5165.8500      0.916633
 5165.8600      0.929132
 5165.8700      0.923679
 5165.8800      0.901661
 5165.8900      0.870984
 5165.9000      0.842743
 5165.9100      0.825557
 5165.9200      0.821306
 5165.9300      0.820304
 5165.9400      0.799017
 5165.9500      0.731427
 5165.9600      0.623734
 5165.9700      0.522008
 5165.9800      0.459792
 5165.9900      0.441109
 5166.0000      0.463111
 5166.0100      0.530065
 5166.0200      0.639905
 5166.0300      0.763787
 5166.0400      0.855674
 5166.0500      0.896236
 5166.0600      0.893696
 5166.0700      0.863786
 5166.0800      0.822062
 5166.0900      0.781611
 5166.1000      0.751289
 5166.1100      0.735017
 5166.1200      0.733796
 5166.1300      0.746186
 5166.1400      0.765706
 5166.1500      0.781030
 5166.1600      0.783370
 5166.1700      0.773186
 5166.1800      0.757233
 5166.1900      0.742364
 5166.2000      0.734168
 5166.2100      0.737814
 5166.2200      0.757132
 5166.2300      0.791537
 5166.2400      0.833851
 5166.2500      0.870787
 5166.2600      0.888291
 5166.2700      0.879257
 5166.2800      0.847216
 5166.2900      0.802764
 5166.3000      0.756025
 5166.3100      0.710823
 5166.3200      0.665265
 5166.3300      0.619899
 5166.3400      0.583811
 5166.3500      0.568804
 5166.3600      0.580693
 5166.3700      0.616592
 5166.3800      0.664130
 5166.3900      0.706757
 5166.4000      0.733076
 5166.4100      0.738429
 5166.4200      0.720864
 5166.4300      0.683050
 5166.4400      0.636446
 5166.4500      0.597141
 5166.4600      0.577327
 5166.4700      0.581179
 5166.4800      0.605089
 5166.4900      0.637018
 5166.5000      0.660251
 5166.5100      0.665273
 5166.5200      0.657559
 5166.5300      0.648880
 5166.5400      0.645285
 5166.5500      0.645083
 5166.5600      0.647427
 5166.5700      0.659021
 5166.5800      0.687698
 5166.5900      0.733188
 5166.6000      0.786988
 5166.6100      0.835575
 5166.6200      0.863042
 5166.6300      0.859811
 5166.6400      0.829971
 5166.6500      0.787517
 5166.6600      0.747594
 5166.6700      0.721317
 5166.6800      0.714824
 5166.6900      0.729797
 5166.7000      0.763502
 5166.7100      0.808309
 5166.7200      0.853021
 5166.7300      0.887153
 5166.7400      0.905711
 5166.7500      0.909238
 5166.7600      0.899909
 5166.7700      0.875839
 5166.7800      0.819521
 5166.7900      0.692785
 5166.8000      0.502976
 5166.8100      0.359955
 5166.8200      0.290641
 5166.8300      0.256599
 5166.8400      0.239998
 5166.8500      0.235792
 5166.8600      0.243033
 5166.8700      0.263420
 5166.8800      0.304022
 5166.8900      0.388566
 5166.9000      0.552100
 5166.9100      0.732874
 5166.9200      0.837101
 5166.9300      0.882072
 5166.9400      0.903851
 5166.9500      0.917047
 5166.9600      0.925926
 5166.9700      0.932164
 5166.9800      0.936515
 5166.9900      0.939082
 5167.0000      0.939486
 5167.0100      0.937950
 5167.0200      0.935767
 5167.0300      0.935147
 5167.0400      0.937446
 5167.0500      0.942028
 5167.0600      0.946883
 5167.0700      0.950415
 5167.0800      0.952504
 5167.0900      0.953555
 5167.1000      0.954081
 5167.1100      0.954367
 5167.1200      0.954529
 5167.1300      0.954693
 5167.1400      0.954694
 5167.1500      0.954646
 5167.1600      0.954555
 5167.1700      0.954424
 5167.1800      0.954258
 5167.1900      0.954058
 5167.2000      0.953828
 5167.2100      0.953570
 5167.2200      0.953284
 5167.2300      0.952974
 5167.2400      0.952639
 5167.2500      0.952282
 5167.2600      0.951902
 5167.2700      0.951500
 5167.2800      0.951077
 5167.2900      0.950634
 5167.3000      0.950169
 5167.3100      0.949684
 5167.3200      0.949179
 5167.3300      0.948652
 5167.3400      0.948105
 5167.3500      0.947536
 5167.3600      0.946945
 5167.3700      0.946331
 5167.3800      0.945493
 5167.3900      0.944808
 5167.4000      0.944083
 5167.4100      0.943314
 5167.4200      0.942473
 5167.4300      0.941448
 5167.4400      0.939853
 5167.4500      0.936646
 5167.4600      0.929965
 5167.4700      0.918262
 5167.4800      0.903330
 5167.4900      0.890978
 5167.5000      0.887083
 5167.5100      0.891947
 5167.5200      0.900207
 5167.5300      0.906473
 5167.5400      0.910088
 5167.5500      0.913026
 5167.5600      0.916061
 5167.5700      0.918091
 5167.5800      0.917629
 5167.5900      0.912588
 5167.6000      0.897289
 5167.6100      0.859020
 5167.6200      0.785563
 5167.6300      0.687312
 5167.6400      0.598019
 5167.6500      0.536612
 5167.6600      0.474630
 5167.6700      0.356121
 5167.6800      0.250809
 5167.6900      0.199531
 5167.7000      0.171022
 5167.7100      0.156323
 5167.7200      0.151515
 5167.7300      0.155121
 5167.7400      0.168269
 5167.7500      0.194591
 5167.7600      0.242696
 5167.7700      0.368398
 5167.7800      0.633093
 5167.7900      0.809312
 5167.8000      0.862827
 5167.8100      0.876921
 5167.8200      0.882149
 5167.8300      0.884713
 5167.8400      0.885975
 5167.8500      0.886456
 5167.8600      0.886418
 5167.8700      0.885931
 5167.8800      0.885118
 5167.8900      0.884046
 5167.9000      0.882761
 5167.9100      0.881293
 5167.9200      0.879665
 5167.9300      0.877894
 5167.9400      0.875993
 5167.9500      0.874053
 5167.9600      0.871909
 5167.9700      0.869653
 5167.9800      0.867290
 5167.9900      0.864820
 5168.0000      0.862245
 5168.0100      0.859560
 5168.0200      0.856769
 5168.0300      0.853869
 5168.0400      0.850859
 5168.0500      0.847737
 5168.0600      0.844501
 5168.0700      0.841146
 5168.0800      0.837661
 5168.0900      0.834014
 5168.1000      0.830284
 5168.1100      0.826420
 5168.1200      0.822419
 5168.1300      0.818276
 5168.1400      0.813985
 5168.1500      0.809541
 5168.1600      0.804935
